更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,山王スペース＆レンタル株式会社,リース,無,東京都中央区銀座3-10-6マルイト銀座第3ビル 12Ｆ,1996,代表取締役 小村 太一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■総合レンタル事業…オフィス用品、イベント用品、生活用品などのレンタル■建装事業…オフィス・店舗・サイン・その他工事の企画・設計・施工■不動産事業…保有不動産の管理、賃貸仲介、受託物件の建物保守管理、環境衛生管理 2023年8月doda掲載求人より引用
2024-08-01,株式会社中央ろうきんサービス,その他金融,求人なし,東京都千代田区神田駿河台2-5,1987,代表取締役 林 和久,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ドコモ・インシュアランス,保険代理店,求人なし,東京都中央区日本橋人形町2-14-10アーバンネット日本橋ビル 3Ｆ,2000,代表取締役社長 吉村 忠義,495 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京損保鑑定株式会社,損害保険,求人なし,東京都千代田区外神田6-14-3ＶＯＲＴ末広町Ⅱ 4Ｆ,1961,代表取締役 藤得 牧,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,富国生命投資顧問株式会社,投信・投資顧問,求人なし,東京都千代田区内幸町2-2-2富国生命ビル 5Ｆ,1986,代表取締役 奥本 郷司,498 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京海上ホールディングス株式会社,損害保険,求人なし,東京都千代田区大手町2-6-4,2002,代表取締役社長 グループＣＥＯ グループカルチャー総括 小宮 暁,"150,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,プライム,
2024-08-01,バークレイズ・バンク・ピーエルシー,都市銀行,求人なし,東京都港区六本木6-10-1六本木ヒルズ森タワー 31Ｆ,,支店長 加島 章雄,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,警視庁職員信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都千代田区霞が関2-1-1警察総合庁舎,1952,代表理事 中野 良一,"3,183 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ワールドインシュアランスエージェンシー株式会社,損害保険,求人なし,東京都中央区日本橋室町3-4-4ＯＶＯＬ日本橋ビル 6Ｆ,1976,代表取締役 梅沢 郁郎,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,菱光サービス株式会社,保険代理店,求人なし,東京都中央区日本橋浜町3-21-1日本橋浜町Ｆタワー 13Ｆ,1975,代表取締役 小林 忠,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＥＶＯＬＵＴＩＯＮ　ＪＡＰＡＮ証券株式会社,証券会社,求人なし,東京都千代田区紀尾井町4-1ニューオータニガーデンコート 12Ｆ,1998,代表取締役 ショーン・ローソン,994 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ジェイアンドエス保険サービス株式会社,生命保険,求人なし,東京都中央区日本橋茅場町1-2-14Ｊ＆Ｓビル,1965,代表取締役社長 日野 夏樹,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ジャイコム株式会社,その他金融,求人なし,東京都中央区日本橋2-15-3,1947,代表取締役 亀田 裕二,152 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,山和証券株式会社,証券会社,求人なし,東京都中央区日本橋兜町1-8,1947,代表取締役 山口 隆弘,585 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,全日本火災共済協同組合連合会,その他金融,求人なし,東京都中央区日本橋浜町2-11-2メゾン日本橋 5Ｆ,1960,代表理事 川瀬 重雄,"6,297 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,グリーンリース株式会社,リース,求人なし,東京都千代田区神田佐久間河岸67地 ＭＢＲ99ビル 1Ｆ,1973,代表取締役 近藤 三洋,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ビエン,保険代理店,求人なし,東京都港区海岸3-9-32オンワードベイパークビルディング,1986,代表取締役 川鍋 進,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中央協同株式会社,損害保険,求人なし,東京都中央区日本橋茅場町2-8-4全国会館 7Ｆ,1950,代表取締役 梅田 晃士郎,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東芝保険サービス株式会社,損害保険,求人なし,神奈川県川崎市幸区堀川町72-34ラゾーナ川崎東芝ビル 7Ｆ,1947,取締役社長 辻本 順,150 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＫＨＫ株式会社,消費者金融,求人なし,東京都港区南青山2-12-15南青山二丁目ビル 5Ｆ,1978,代表取締役 星野 陵,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＪＡ三井リースアセット株式会社,リース,求人なし,東京都中央区銀座8-13-1銀座三井ビルディング,1987,代表取締役 五十嵐 幸久,200 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社モデア,保険代理店,求人なし,東京都中央区日本橋茅場町2-4-6マツダビル 7Ｆ,1968,代表取締役 松本 博人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ロックハラード証券株式会社,証券会社,求人なし,東京都港区虎ノ門1-13-5ＶＯＲＴ虎ノ門ＩＩ 5Ｆ,2000,代表取締役 大野 一志,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社バイオフロンティアパートナーズ,ベンチャーキャピタル・プライベートエクイティ,求人なし,東京都中央区日本橋茅場町2-6-11北野ビル 3Ｆ,1999,代表取締役 大滝 義博,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,全国信用協同組合連合会,信用金庫・信用組合・労働金庫,求人なし,東京都中央区京橋1-9-5全国信用組合会館,1954,理事長 北村 信,"48,855 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社六本木スタジオ,リース,求人なし,東京都港区六本木4-6-9,1967,代表取締役 森田 渉,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社,投信・投資顧問,求人なし,東京都港区虎ノ門4-3-1城山トラストタワー 36Ｆ,1998,代表取締役 バロック・ステファン・ジャスティン,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,三栄保険エージェンシー株式会社,保険代理店,無,東京都港区赤坂2-17-12905,1974,代表取締役 鈴木 正洋,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,全たばこサービス株式会社,保険代理店,求人なし,東京都港区芝5-26-30専売ビル 2Ｆ,1985,代表取締役 齋藤 光治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東輝,保険代理店,求人なし,東京都中央区日本橋茅場町1-3-1キュードビル 2Ｆ,1991,代表取締役 小林 達生,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ソシエテ・ジェネラル,その他銀行,求人なし,東京都千代田区丸の内1-1-1パレスビル,,東京支店長 ＲＡＰＨＥＬ ＣＨＥＭＩＮＡＴ,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,フレンドトラスト株式会社,クレジット・信販（ノンバンク）,無,東京都千代田区内神田3-13-2松尾ビル 6Ｆ,1978,代表取締役 安藤 康司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,■個別信用購入あっせん業務∟エステティックサロン、クリニックなどでの分割払い提供 2024年2月doda掲載求人より引用
2024-08-01,明治安田保険サービス株式会社,保険代理店,求人なし,東京都新宿区西新宿6-22-1新宿スクエアタワー4Ｆ,1984,代表取締役 清水頭 法夫,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,朝日保険サービス株式会社,損害保険,求人なし,東京都杉並区和泉1-22-19朝日生命代田橋ビル 11Ｆ,1984,代表取締役 密田 信司,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社モスクレジット,保険代理店,求人なし,東京都品川区大崎2-1-1シンクパークタワー 4Ｆ,1978,代表取締役 鈴木 磨理子,300 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,一般社団法人関東年金福祉協会,債権回収（サービサー）,求人なし,東京都品川区西五反田2-27-4明治安田生命五反田ビル 2Ｆ,1976,代表理事 西川 雄二,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社カイトー,生命保険,求人なし,東京都新宿区西新宿7-2-6西新宿Ｋ1ビル 8Ｆ,1963,代表取締役 石田 有里,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,コーサイ・サービス株式会社,その他金融,求人なし,東京都新宿区四谷坂町12-20ＫＫビル 4Ｆ,1974,代表取締役 奥田 浩一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＳＯＭＰＯクレジット株式会社,クレジット・信販（ノンバンク）,求人なし,東京都新宿区西新宿1-26-1損保ジャパン本社ビル 34Ｆ,1985,代表取締役 野間 和子,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東京エイドセンター,保険代理店,求人なし,東京都新宿区西新宿2-3-1新宿モノリス 16Ｆ,1985,代表取締役 手島 浩二,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,いずみ保険サービス株式会社,損害保険,求人なし,東京都新宿区西新宿3-1-4ウエル新都心ビル 4Ｆ,1985,代表取締役 高島 務,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社プランネル,消費者金融,求人なし,東京都千代田区紀尾井町3-12紀尾井町ビル,1984,代表取締役 品川 博美,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,全国トラック交通共済協同組合連合会,その他金融,求人なし,東京都新宿区四谷3-1-8東京都トラック総合会館 5Ｆ,1972,代表理事 千原 武美,16 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,第一勧業信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都新宿区四谷2-13,1926,代表理事長 野村 勉,"15,487 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京都職員信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都新宿区西新宿2-8-1,1949,代表理事 浅川 英夫,260 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,有限会社ゼンポ,保険代理店,求人なし,東京都台東区蔵前4-11-10全国保育会館,1973,代表取締役 塚本 秀一,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エヌ・エフ・エー,生命保険,無,東京都台東区東上野1-6-2荒井ビル 2Ｆ,1992,代表取締役 平岡 学,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京東信用金庫,信用金庫・信用組合・労働金庫,求人なし,東京都墨田区東向島2-36-10ひがしん本店ビル,1945,代表理事 中田 清史,"24,900 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中ノ郷信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都墨田区東駒形4-5-4,1928,理事長 吉川 洋之,"3,400 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ユニ産業株式会社,保険代理店,求人なし,東京都品川区東大井5-23-37,1967,代表取締役 茂木 伸之,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社郵愛,保険代理店,求人なし,東京都渋谷区千駄ヶ谷1-20-6全郵政会館 4Ｆ,1980,代表取締役 林郷 俊也,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日商保険コンサルティング株式会社,その他金融,求人なし,東京都渋谷区渋谷2-10-9210野村ビル 601,1985,代表取締役 伊室 実,17 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＴＷＧワランティーサービスＩｎｃ．,損害保険,求人なし,東京都千代田区丸の内1-8-3丸の内トラストタワー本館10Ｆ,,代表兼支社長 岩﨑 真,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社日教弘,保険代理店,求人なし,東京都渋谷区千駄ヶ谷5-4-6教弘会館内,1967,代表取締役 髙野 冨二男,80 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ニュース証券株式会社,証券会社,求人なし,東京都渋谷区東3-11-10恵比寿ビル 1Ｆ,2001,代表取締役 長倉 洋邦,"1,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,明治安田ライフプランセンター株式会社,保険代理店,求人なし,東京都豊島区高田3-19-10ヒューリック高田馬場ビル 7Ｆ,1978,代表取締役 車谷 秀明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＪＰ損保サービス株式会社,損害保険,求人なし,東京都千代田区九段南4-7-15ＪＰＲ市ヶ谷ビル 4Ｆ,1950,代表取締役 安田 裕明,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ＳＭＣＣビジネスパートナーズ株式会社,クレジット・信販（ノンバンク）,求人なし,東京都港区新橋1-8-4,1993,代表取締役 神野 雅夫,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社東東京第一興商,リース,求人なし,東京都墨田区江東橋1-3-15,1985,代表取締役 山本 和弘,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,多摩新興株式会社,保険代理店,求人なし,東京都立川市曙町2-8-29村野ビル 5Ｆ,1976,代表取締役 中村 隆生,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,さくら保険サービス株式会社,保険代理店,求人なし,東京都府中市府中町1-7-2高橋ビルさくら食品館 5Ｆ,1972,代表取締役 全 平烈,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,東京レンタル株式会社,リース,無,神奈川県横浜市緑区寺山町745-45,2011,代表取締役 藤本 佳則,360 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社オカムラビジネスサポート,保険代理店,求人なし,神奈川県横浜市西区北幸2-7-18,1994,代表取締役 佐藤 喜一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,横浜信用保証株式会社,地方銀行,求人なし,神奈川県横浜市西区みなとみらい3-1-1,1977,代表取締役 堀江 潤,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,神奈川県歯科医師信用組合,信用金庫・信用組合・労働金庫,求人なし,神奈川県横浜市中区住吉町6-68-2,1946,代表理事 後藤 哲哉,688 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アマノエージエンシー,保険代理店,求人なし,神奈川県横浜市港北区大豆戸町275,1983,代表取締役 中黒 淳,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,さがみ信用金庫,信用金庫・信用組合・労働金庫,求人なし,神奈川県小田原市浜町1-4-28,1943,代表理事 石田 尚久,"3,202 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,上越信用金庫,信用金庫・信用組合・労働金庫,求人なし,新潟県上越市中央1-11-1,1951,代表理事 岩﨑 幹男,764 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,竹松証券株式会社,証券会社,求人なし,石川県金沢市尾張町1-1-222Ｆ,1944,代表取締役 竹松 俊一,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,オリックス・レンタカー北陸株式会社,リース,求人なし,石川県金沢市駅西本町1-1-7,1987,代表取締役 中尾 公一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,のと共栄信用金庫,信用金庫・信用組合・労働金庫,求人なし,石川県七尾市桧物町35,1915,理事長 鈴木 正俊,773 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ウエルズ株式会社,損害保険,求人なし,福井県鯖江市神中町1-5-8,1976,代表取締役 米澤 弘修,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,長野県信用保証協会,その他金融,求人なし,長野県長野市大字南長野県町597-5,1954,理事長 玉井 直,"49,300 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,アルピコ保険リース株式会社,保険代理店,求人なし,長野県塩尻市大字広丘野村1688-1コミュニティマーケットプレイスＧＡＺＡ 3Ｆ,1950,代表取締役 野村 幸一郎,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社ダスキン諏訪,リース,求人なし,長野県諏訪市大字四賀1827,1971,代表取締役 永由 郊一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,同栄産業株式会社,保険代理店,求人なし,岐阜県岐阜市加納竜興町3-9-6,1958,代表取締役 奥村 順一,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,正和商事株式会社,保険代理店,求人なし,岐阜県大垣市郭町2-25Ｋｉｘ中央ビル 7Ｆ,1937,代表取締役 森田 裕三,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,エフティーシーウインズ株式会社,リース,求人なし,岐阜県大垣市笠木町260-1,1991,代表取締役 安藤 貴史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,浜松小松フォークリフト株式会社,リース,求人なし,静岡県浜松市中央区桜台1-6-15,1963,代表取締役 池谷 直高,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社カワイアシスト,損害保険,求人なし,静岡県浜松市中央区寺島町200,1988,代表取締役 鈴木 正勝,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,えんしんリース株式会社,リース,求人なし,静岡県浜松市中央区中沢町81-18,1998,代表取締役 鈴木 昭彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社エム・オー・エー基金,保険代理店,求人なし,静岡県熱海市田原本町9-1熱海第一ビル 1Ｆ,2001,代表取締役 田原 明,"1,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社名古屋エム・シーカード,クレジット・信販（ノンバンク）,求人なし,愛知県名古屋市中区上前津2-4-5名銀上前津ビル 5Ｆ,1989,代表取締役 服部 悟,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社名古屋カード,クレジット・信販（ノンバンク）,求人なし,愛知県名古屋市中区上前津2-4-5名銀上前津ビル 4Ｆ,1982,代表取締役 服部 悟,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中京メンテナンス株式会社,リース,求人なし,愛知県海部郡飛島村東浜1-5-3,1975,代表取締役 平松 保長,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,サーラフィナンシャルサービス株式会社,保険代理店,求人なし,愛知県豊橋市立花町57サーラ立花ビル 2Ｆ,1975,代表取締役 山下 孝,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,松阪証券株式会社,証券会社,求人なし,三重県松阪市魚町1741-12,1944,代表取締役 松江 茂,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,滋賀県信用農業協同組合連合会,信用金庫・信用組合・労働金庫,求人なし,滋賀県大津市京町4-3-38ＪＡビル滋賀 1Ｆ、2Ｆ、5Ｆ,1948,代表理事 川﨑 宏,"40,771 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,滋賀県民共済生活協同組合,その他金融,求人なし,滋賀県守山市守山3-24-11,1983,代表理事 二上 季代司,"3,173 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社洛兆,その他金融,求人なし,京都府京都市下京区打越町312ボチボチ烏丸1Ｆ,1986,代表取締役 近藤 栄吾,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,京セラインターナショナル株式会社,保険代理店,求人なし,京都府京都市伏見区竹田鳥羽殿町6,1974,代表取締役 横田 健二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,関西総合信用株式会社,信用金庫・信用組合・労働金庫,求人なし,大阪府大阪市西淀川区柏里2-2-1,1977,代表取締役 岩井 仁,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,日鉄物産エイジェンシイ株式会社,保険代理店,求人なし,東京都中央区日本橋2-7-1東京日本橋タワー 23Ｆ,1966,代表取締役 平尾 俊樹,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,関西みらい保証株式会社,その他金融,求人なし,大阪府大阪市西淀川区柏里2-2-1,1995,代表取締役 岩井 仁,"6,397 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,中谷産業株式会社,保険代理店,求人なし,大阪府大阪市港区海岸通1-5-22,1979,代表取締役 中谷 憲正,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,クボタ健康保険組合,生命保険,求人なし,大阪府大阪市浪速区敷津東1-2-47,1930,,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社トヨタレンタリース新大阪,リース,無,大阪府大阪市淀川区東三国3-11-2,1981,代表取締役 久保 行央,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,レンタカー及びカーリース事業 2023年9月doda掲載求人より引用
2024-08-01,セキスイ保険サービス株式会社,保険代理店,求人なし,大阪府大阪市北区西天満2-4-4,1987,代表取締役 宮坂 隆之,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,合同会社Ｋ４Ｖｅｎｔｕｒｅｓ,ベンチャーキャピタル・プライベートエクイティ,求人なし,大阪府大阪市北区中之島3-6-16,1998,代表 浜田 誠一郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,朝日新聞信用組合,信用金庫・信用組合・労働金庫,求人なし,東京都中央区築地5-3-2朝日新聞東京本社,1949,代表理事 渡辺 曻,52 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,カネカ保険センター株式会社,保険代理店,2,大阪府大阪市西区土佐堀1-3-18快適生活ビル,1991,,10百万円,45.0,26,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,■事業内容： 損害保険代理業、生命保険媒介業■当社の特徴：カネカ保険センターは、カネカグループの保険代理店として１９９１年に設立されました。その後、一貫して活動の基本に“お客様の満足”と “コンプライアンスの徹底”を置き、お客様の立場に立ったサービスを提供することで、個人生活における安心と企業活動における安定性を確保すべく、活動をして参りました。
2024-08-01,長興株式会社,保険代理店,求人なし,大阪府大阪市西区新町1-1-17,1971,代表取締役 山岡 徳慶,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社シーエスエス,その他金融,求人なし,大阪府大阪市中央区備後町3-6-2ＫＦセンタービルディング 3Ｆ,1976,代表取締役 小阪 博司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,岡安証券株式会社,証券会社,求人なし,大阪府大阪市中央区平野町2-1-2沢の鶴ビル,1937,代表取締役 岡本 昭治,650 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,ニッセイ信用保証株式会社,生命保険,求人なし,大阪府大阪市中央区今橋3-2-20洪庵日生ビル 7Ｆ,1980,代表取締役 西 啓介,950 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,光世証券株式会社,証券会社,求人なし,大阪府大阪市中央区北浜2-1-10,1961,取締役社長 巽 大介,"12,000 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,スタンダード,
