更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,社会福祉法人愛成会,福祉・介護関連サービス,求人なし,,高知県香美市土佐山田町山田1192-1,1975,理事長 大町 邦雄,"1,331 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人グローリング,福祉・介護関連サービス,求人なし,,埼玉県久喜市高柳2261,2013,理事 桶川 和則,170 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人こうのとり福祉会,福祉・介護関連サービス,求人なし,,埼玉県鴻巣市鴻巣967-1,2015,理事長 柿沼 トミ子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人輝陽樹会,福祉・介護関連サービス,求人なし,,埼玉県所沢市大字下富1011-1,2015,理事長 間柴 新作,182 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人泰幸福祉会,福祉・介護関連サービス,求人なし,,埼玉県朝霞市大字溝沼1231-2,2014,理事長 浅沼 孝章,63 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ぬくもり結の里,福祉・介護関連サービス,求人なし,,三重県四日市市西坂部町1004-1,2006,理事長 東海 和也,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人博寿会,福祉・介護関連サービス,求人なし,,鹿児島県曽於市大隅町月野1045,2003,理事長 大迫 信博,"1,105 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人桜栄福祉会,福祉・介護関連サービス,求人なし,,神奈川県鎌倉市山崎794,2015,理事長 後藤 雄一,102 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人地域精神保健福祉会,福祉・介護関連サービス,求人なし,,神奈川県秦野市鶴巻1840-2,2002,理事長 石井 良子,112 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人柊の郷,福祉・介護関連サービス,無,,千葉県袖ケ浦市林437-1,1999,理事長 足高 慶宣,897 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人みそら会,福祉・介護関連サービス,求人なし,,大分県日田市大字小迫74-2,2008,理事長 池永潮海,399 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人山の子会,福祉・介護関連サービス,求人なし,,兵庫県芦屋市高浜町1-7,1978,理事長 岸野 雅方,296 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人平成会,福祉・介護関連サービス,求人なし,,岩手県一関市幸町8-6,1991,,"1,809 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あゆみの会,福祉・介護関連サービス,求人なし,,埼玉県ふじみ野市上福岡3-11-3,2010,理事長 淺川 弘子,907 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人喜多会,福祉・介護関連サービス,求人なし,,愛知県名古屋市熱田区一番2-12-20,2005,理事長 北村 壽邦,698 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,氣愛鍼灸院合同会社,病院・大学病院・クリニック,求人なし,,兵庫県神戸市中央区中山手通1-8-17ダイヤモンドビル 7Ｆ,2012,代表社員 吉川 尚子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社喜楽安,福祉・介護関連サービス,求人なし,,島根県浜田市港町275-3,2009,代表社員 濱村 史栄,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,サインポスト合同会社,福祉・介護関連サービス,求人なし,,島根県松江市東出雲町意宇東1-6-3,2014,代表社員 福間 拓司,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社フォルテアンワークスジャパン,福祉・介護関連サービス,求人なし,,岡山県岡山市東区西大寺中野483-4,2012,代表社員 石山 八千代,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人瑞鳳会,福祉・介護関連サービス,求人なし,,岐阜県岐阜市東金宝町2-12-6,2008,理事長 松岡 正治,650 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社ゆうきＶＩＳＩＯＮ,調剤薬局・ドラッグストア業界,求人なし,,山口県下松市古川町4-4-12,2008,代表社員 宮下 英樹,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アルマ,その他医療関連,求人なし,,香川県高松市香川町浅野1251,2014,代表取締役 杉山 隆之,13 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合同会社ＶＩＥＬ,調剤薬局・ドラッグストア業界,求人なし,,福岡県福岡市東区多の津5-27-13,2015,代表社員 菊池 克成,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,さくら学院合同会社,福祉・介護関連サービス,求人なし,,熊本県熊本市中央区米屋町1-9-1（507）,2015,代表社員 塚本 まさ子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,あいわ福祉農園合同会社,福祉・介護関連サービス,求人なし,,大分県大分市大字中戸次4692-1,2010,代表社員 木村 高義,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ヒュウリック合同会社,福祉・介護関連サービス,求人なし,,宮崎県都城市都島町52-3,2006,代表社員 後藤 恭成,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社大航流時代,その他医療関連,求人なし,,東京都大田区北嶺町8-15101,2013,代表取締役 村井 友貴,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アリスの森,福祉・介護関連サービス,求人なし,,愛知県名古屋市天白区平針1-1901佐久間マンション 205,2013,代表取締役 西村 隆子,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ディードサポート株式会社,福祉・介護関連サービス,求人なし,,北海道札幌市東区北二十三条東16-1-20,2015,代表取締役 丹田 要,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エルデロ,福祉・介護関連サービス,求人なし,,千葉県千葉市美浜区中瀬2-6-1ワールドビジネスガーデンマリブウエスト20Ｆ,2015,代表取締役 坂井 英治,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,アゼンタ株式会社,バイオベンチャー業界,無,■ゲノミクス分野に特化した受託サービス※■バイオ、ライフサイエンス、化学、医薬向け超低温自動倉庫、関連機器、消耗品の販売、技術サービス業務 ※アゼンタの「GENEWIZ マルチオミクス＆遺伝子合成ソリューション」はゲノミクス分野に特化した技術サービスで、世界中の研究者に向けて最高水準の技術サービスを提供。このサービスにより、製薬会社、バイオテクノロジー企業、学術機関などから信頼を得ています 2024年4月doda掲載求人より引用,東京都品川区二葉2-9-15ＮＦパークビルディング4Ｆ,2016,代表取締役 原田 暁美,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,京都Ｙ＆Ｉ株式会社,福祉・介護関連サービス,求人なし,,大阪府枚方市招提南町1-47-1フォレ招提110,2016,代表取締役 寺石 裕,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社在宅看護センター城東,福祉・介護関連サービス,求人なし,,東京都江東区深川2-4-8,2016,代表取締役 山田 富恵,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人有徳会,福祉・介護関連サービス,求人なし,,新潟県新潟市西区小針上山9-32,2010,理事長 野沢 有二,180 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社トータルライフケア,福祉・介護関連サービス,求人なし,,東京都世田谷区奥沢3-45-6,1997,代表取締役 西海 奉成,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あい福祉会,福祉・介護関連サービス,求人なし,,広島県広島市安佐南区祇園6-3-1,2009,理事長 重道 泰造,162 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人健成会,福祉・介護関連サービス,無,,大阪府大阪市住之江区北加賀屋5-4-23,2001,理事長 三木 康彰,840 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人喜働会,福祉・介護関連サービス,求人なし,,千葉県流山市駒木474,2010,理事長 松岡 一成,531 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ティーアンドエイ,病院・大学病院・クリニック,求人なし,,愛知県稲沢市祖父江町本甲拾町野13,1996,代表取締役 塚本 知男,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ジョッブス,その他医療関連,求人なし,,東京都港区虎ノ門2-10-4オークラプレステージタワー,1997,代表取締役 小口 せつ子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人檸檬,福祉・介護関連サービス,求人なし,,愛知県東海市名和町南之山10-12,2014,理事長 櫨 陽一,19 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人八栄会,福祉・介護関連サービス,求人なし,,山口県下関市彦島杉田町2-3-10,2001,理事長 山本 吉幸,195 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人一真会,福祉・介護関連サービス,求人なし,,群馬県前橋市富士見町原之郷1268,2004,理事長 名倉 隆夫,403 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人成和会,福祉・介護関連サービス,求人なし,,神奈川県秦野市三屋127-3,1995,理事長 笠原 友幸,192 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人大輪会,福祉・介護関連サービス,求人なし,,熊本県熊本市西区花園7-1090-2,2000,理事長 大村 八郎,671 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人共生の里,福祉・介護関連サービス,求人なし,,福岡県行橋市南泉2-28-3,2012,理事長 宮本 政幸,414 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人八十八会,福祉・介護関連サービス,求人なし,,埼玉県ふじみ野市上福岡5-1-2,2015,理事長 小西 裕恭,397 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人民善会,福祉・介護関連サービス,求人なし,,群馬県富岡市妙義町下高田1888-1,2007,理事長 細谷 惠子,200 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人天祐会,福祉・介護関連サービス,求人なし,,鹿児島県鹿児島市紫原5-13-18,2014,理事長 長田 美智代,454 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人善常会,福祉・介護関連サービス,求人なし,,愛知県名古屋市南区前浜通2-1-2,2014,理事長 岡田 温,"1,379 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人無何有の郷,福祉・介護関連サービス,求人なし,,福岡県北九州市八幡西区大字畑696-12,2011,理事長 松尾 智章,411 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人蒲公英会,福祉・介護関連サービス,求人なし,,大阪府豊中市螢池北町3-3-7,2003,理事 上田 哲郎,139 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人サンライフ,福祉・介護関連サービス,求人なし,,奈良県奈良市南紀寺町5-53-1,2004,理事長 國分 清和,"2,525 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ユイ,福祉・介護関連サービス,求人なし,,大阪府大阪市東住吉区山坂5-16-27,2010,理事 福井 芳子,192 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ふたば,福祉・介護関連サービス,求人なし,,愛知県豊橋市中原町字西荒神20-1,2004,理事長 河合 寛,533 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人賛幸会,福祉・介護関連サービス,求人なし,,鳥取県鳥取市服部204-1,2003,理事長 田中 彰,"2,520 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人京慈会,福祉・介護関連サービス,求人なし,,大阪府四條畷市岡山東2-3-28,2013,理事長 白川 京林,402 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人おひさま会,福祉・介護関連サービス,求人なし,,千葉県流山市南流山6-13-4,2014,理事長 奈良 泰敬,136 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人泰久会,福祉・介護関連サービス,無,,奈良県五條市滝町6-1,2003,理事長 小笠原 秀雄,"1,004 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人心音会,福祉・介護関連サービス,求人なし,,大阪府豊中市刀根山5-1-21,2009,理事長 浦野 千惠子,222 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人紅葉会,福祉・介護関連サービス,求人なし,,福岡県福岡市東区原田2-15-18,1974,理事長 小寺 安,396 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ひかり,福祉・介護関連サービス,無,,神奈川県横浜市戸塚区川上町4-9,2005,理事長 齊藤 進治,364 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人和風会,福祉・介護関連サービス,求人なし,,大阪府堺市西区草部621-1,2009,理事長 池尾 平治,"1,233 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人笑顔の会,福祉・介護関連サービス,求人なし,,千葉県千葉市花見川区幕張本郷1-20-9,2014,理事長 久恒 依里,59 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あかね福祉会,福祉・介護関連サービス,求人なし,,千葉県千葉市緑区刈田子町308-10,2002,理事長 篠原 昌敏,268 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人龍岡会,福祉・介護関連サービス,求人なし,,神奈川県横浜市青葉区鴨志田町1260,2007,理事長 大森 順方,"1,890 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人夢ふうせん,福祉・介護関連サービス,求人なし,,東京都日野市旭が丘2-42-12,2005,理事長 髙橋 治,940 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人せせらぎ会,福祉・介護関連サービス,求人なし,,奈良県御所市大字室1193-1,2001,理事長 西本 登美雄,233 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人芹田福祉サービス,福祉・介護関連サービス,求人なし,,長野県長野市大字鶴賀1381-3,2005,理事長 倉石 純雄,164 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人慈敬会,福祉・介護関連サービス,求人なし,,山形県村山市楯岡笛田2-19-57,2004,理事長 渋谷 磯夫,"1,721 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人昌樹会,福祉・介護関連サービス,求人なし,,愛媛県伊予郡松前町大字神崎586-3,2011,理事長 黒田 典生,128 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人慈久福祉会,福祉・介護関連サービス,求人なし,,福島県安達郡大玉村玉井字台9-1,2006,理事長 谷 良久,246 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人杏林福祉会,福祉・介護関連サービス,求人なし,,大阪府東大阪市岸田堂西1-6-37,1981,理事長 唐住 康雄,742 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人さんあい,福祉・介護関連サービス,求人なし,,大阪府堺市西区上野芝町1-16-57,2003,理事長 平野 義澄,155 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人百寿会,福祉・介護関連サービス,求人なし,,大阪府東大阪市三島1-6-14,1995,理事長 百濟 次夫,318 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人萌樹会,福祉・介護関連サービス,求人なし,,埼玉県和光市下新倉2-34-36,2011,理事長 佐藤 敦子,160 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人緑生福祉会,福祉・介護関連サービス,求人なし,,千葉県印西市牧の台1-1-2,2013,理事長 杉本 洋,192 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人おひさま会,福祉・介護関連サービス,求人なし,,埼玉県所沢市くすのき台2-1-3,2014,理事 西村 隆,539 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人まごころ,福祉・介護関連サービス,無,,静岡県静岡市駿河区弥生町4-26,2014,理事長 増田 正寿,502 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人香聖会,福祉・介護関連サービス,求人なし,,大阪府豊中市永楽荘4-1-3,2015,理事長 小池 由久,206 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人おおぞら,福祉・介護関連サービス,求人なし,,東京都日野市旭が丘2-42-5,1985,理事長 今澤 隆一郎,513 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人萩会,福祉・介護関連サービス,求人なし,,千葉県千葉市中央区赤井町33-1,2002,理事長 大賀きぬ代,418 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人愛幸会,福祉・介護関連サービス,求人なし,,神奈川県横浜市港南区丸山台2-41-67,2011,理事長 佐藤 豊毅,328 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人龍華福祉会,福祉・介護関連サービス,求人なし,,広島県福山市加茂町字北山176-12,2008,,229 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人みのりの,福祉・介護関連サービス,求人なし,,東京都江戸川区東小松川3-24-16,2015,理事長 後藤 美香,235 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社フロンティア,調剤薬局・ドラッグストア業界,求人なし,,東京都中央区京橋2-11-5パインセントラルビル 202,1997,代表取締役 伊藤 惠里果,32 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ミルケア,福祉・介護関連サービス,求人なし,,東京都港区虎ノ門1-21-19,2016,代表取締役 乗岡 彩,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社フェニックスサポート,福祉・介護関連サービス,求人なし,,静岡県浜松市中央区富塚町1933-1佐鳴湖パークタウンサウス2Ｂ,2003,代表取締役 田中 酉一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社マミヤ技研,福祉・介護関連サービス,求人なし,,静岡県浜松市中央区海老塚町52-1,1984,代表取締役 榊原 悦乃,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ｍｅｄパス,その他医療関連,求人なし,,東京都中央区日本橋箱崎町24-1日本橋箱崎ビル 5Ｆ,2016,代表取締役 佐藤 晃,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社夢たまご,福祉・介護関連サービス,求人なし,,大阪府大阪市城東区古市1-22-20高井アークビルリッツプラザ・ジョートー 1Ｆ,2016,,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ａｐｐｄａｔｅ,医療コンサルティング,求人なし,,宮城県仙台市泉区加茂1-3-10,2016,代表取締役 榎本純也,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＭＲＣ札幌,その他医療関連,求人なし,,北海道札幌市中央区北四条西4-1ＭＭＳ札幌駅前ビル 7Ｆ,2016,代表取締役 横山 正幹,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,玉井商事株式会社,福祉・介護関連サービス,無,,大阪府大阪市阿倍野区阪南町5-17-3西田辺駅前ビル,1962,代表取締役 小泉 健一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社保育サポート,福祉・介護関連サービス,求人なし,,東京都新宿区西新宿6-6-3新宿国際ビルディング新館 4Ｆ,2016,代表取締役 山口 洋,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ケアファースト株式会社,福祉・介護関連サービス,求人なし,,福井県越前市瓜生町31-1,2000,代表取締役 前田 栄二,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ノア,調剤薬局・ドラッグストア業界,求人なし,,宮城県仙台市青葉区南吉成4-10-12,1994,代表取締役 黒川 とも子,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人喜清会,福祉・介護関連サービス,求人なし,,東京都葛飾区奥戸3-24-15,2015,理事長 梅澤 克巳,"1,779 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人弘成会,福祉・介護関連サービス,求人なし,,千葉県鎌ケ谷市初富35-4,2013,,69 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人山峰会,福祉・介護関連サービス,求人なし,,大阪府東大阪市末広町21-18,2010,理事長 山本 行伸,302 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人そら,福祉・介護関連サービス,求人なし,,福岡県福岡市西区大字羽根戸74-8,2003,理事長 丸野 惠美子,185 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人わかば会,福祉・介護関連サービス,求人なし,,埼玉県草加市谷塚仲町353-1,2010,理事長 熊井 慶尚,628 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ひまわり会,福祉・介護関連サービス,求人なし,,栃木県佐野市石塚町1018,2010,理事長 町田 英夫,196 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人はーとふる,福祉・介護関連サービス,求人なし,,千葉県野田市船形310,2005,,678 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人明和会,福祉・介護関連サービス,求人なし,,福岡県八女市本2575-1,2000,理事長 井上 明秀,888 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人白寿会,福祉・介護関連サービス,求人なし,,茨城県北茨城市華川町車1145-65,2004,理事 鈴木 重光,"1,038 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あけぼの会,福祉・介護関連サービス,求人なし,,大阪府豊中市柴原町2-14-1,2015,理事長 安家 比呂志,569 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人あかね会,福祉・介護関連サービス,求人なし,,富山県高岡市角561,2007,理事長 栗林 実世治,585 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人太樹会,福祉・介護関連サービス,求人なし,,奈良県大和高田市大字野口325-3,2006,理事長 植島 宏信,"1,340 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人大智会,福祉・介護関連サービス,求人なし,,長野県上田市中央北2-7-51,1987,理事長 飯島 俊勝,262 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人しあわせ福祉会,福祉・介護関連サービス,求人なし,,新潟県佐渡市栗野江1810-21,2015,理事長 佐藤 美惠子,193 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人青空会,福祉・介護関連サービス,求人なし,,長崎県長崎市川平町1132-2,2001,理事長 宮嶋 健一,193 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人飛翔,医薬品・医療機器・ライフサイエンス・医療系サービス,求人なし,,愛知県名古屋市天白区池場2-1005,2002,理事長 川上 輝昭,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
