更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-07-01,金陽製薬株式会社,医薬品メーカー業界,3,■事業内容： 医薬品、医薬部外品、栄養飲料、健康食品の製造販売■特徴：当社は漢方のメッカである奈良の地で昭和６年創業、９０年以上の歴史を持つ漢方医薬品メーカーです。創業時は置き薬からスタートし、医薬品・医薬外品・健康食品と事業領域を拡大し、現在は、栄養ドリンクをOEM供給する一方でPB商品の開発また販売拡大を行っています。近年、奈良県で漢方メッカ推進プロジェクトがスタートし、当社テーマの一つである当帰根活用によるトウキエキス製剤の新商品開発を推進しています。今後も大和当帰の持つ魅力をドリンクを通して国内外に発信すべく、各地展示会への出品やPR活動に注力しています。,奈良県五條市住川町1420,1947,,48.0,53,28百万円,https://www.kinyo-seiyaku.co.jp/,
2024-07-01,医療法人光生会,病院・大学病院・クリニック,2,■グループ：赤岩病院/総合健診センター/消化器内視鏡センター/グループホームエバグリーン/介護老人保健施設赤岩荘 《診察科目》総合内科/消化器内科/呼吸器内科/循環器内科/神経内科/リハビリテーション科/外科/整形外科/婦人科/眼科/放射線科・大正15年、愛知県豊橋市に開院。多岐にわたる診察科目で医療サービスを提供している急性期病院 ・ ・最新機器を導入し、高度な医療を地域の皆様に提供。■重い病気他、腹腔鏡下手術などの体に負担の少ない手術も実施。精度が高く、負担少ない検査ができる消化器内視鏡センターの開設や、快適に療養して頂ける病室の新築等、優しく温かく、心やすらぐ環境があります。,愛知県豊橋市吾妻町137,1953,,43.6,680,10百万円,http://www.koseikai-hp.or.jp/,
2024-07-01,社会医療法人財団石心会,病院・大学病院・クリニック,2,石心会グループは、昭和48年（1973年）設立以来、高品質な地域医療サービスを目指し、地域住民の方々に必要とされる医療や福祉サービスを迅速かつ適切、永続的に提供するためさまざまな努力を重ねてまいりました。現在、急性期病院として24時間365日、高度・先進医療にも対応できる施設・設備・体制を揃えた川崎幸病院や埼玉石心会病院（旧・狭山病院）を中心に、健診から高度人工透析医療、在宅医療、福祉までトータルな医療・福祉サービスを展開しています。,神奈川県川崎市幸区都町39-1,1973,,,4125,344百万円,http://www.sekishinkai.or.jp/index.html,
2024-08-01,社会福祉法人あじろぎ会,病院・大学病院・クリニック,3,■当法人について：「利他の心を以て 関わるすべての人の幸福を追求し 地域の医療と福祉に貢献する」という理念を掲げ、宇治病院を中心に、平成老人保健施設(老健・デイケア)、笠取ふれあい福祉センター（特養・ショートステイ・デイサービス・ケアハウス）、在宅事業（ケアプランセンター・訪問看護・訪問リハビリ・福祉用具）を展開し、地域に根差した社会福祉法人となるべく、地域の皆様から必要とされる存在になれるよう、これからも100年、150年続く組織を目指して取り組みを進めてまいります。,京都府宇治市五ケ庄芝ノ東54-2,1946,,,512,,http://www.uji-hosp.or.jp/,
2024-08-01,株式会社京浜予防医学研究所,大学・研究施設,2,■京浜メディカルグループについて：京浜メディカルグループは、1958年京浜病院（現京浜総合病院）の設立から、現在グループ5社の体制となっています。予防医学をはじめ健康管理・治療から医療周辺業務をトータルにプロデュースしています。※グループ企業：医療法人社団愛成会 京浜総合病院、一般財団法人 京浜保健衛生協会、株式会社ジャパンメディカル、株式会社ハートメディカル■当社事業内容について：受託臨床検査業務・領域：内分泌、血漿蛋白、生化学、ウィルス、免疫血清・血液、細胞性免疫、細菌、病理、細胞診等,神奈川県川崎市宮前区南野川3-22-1,1963,,37.0,297,"2,400百万円",http://www.kml-net.co.jp/,
2024-06-01,医療法人若草会,病院・大学病院・クリニック,1,■事業内容： 医療・福祉事業を展開しております。・小郡（おごおり）まきはら病院・デイケアセンター・生活訓練事業所 とまり木・就労支援事業所フィオーレ,山口県山口市小郡若草町3-4,,,,,,https://www.makihara.or.jp/index.html,
2024-06-01,広陵化学工業株式会社,医療機器メーカー業界,1,■事業内容： 医療機器・臨床検査器材の製造・販売、食品関連容器の製造・販売、各種パッケージ商品の製造・販売、各種原料・素材の開発・販売■特徴：当社は、1963年にプラスチック射出成形メーカーとして創業し、主に食品容器と臨床用器材の分野で最高品質の商品を提供することを目標に活動してきました。食品用容器や医療用機器の製造販売を行っており、衛生面での品質管理力が要求されることは言うまでもありません。当社は、この要求に応えるために製造・検査・梱包・出荷の各工程でクリーン化を徹底し、社員の誠実で真面目な勤務態度と併せて、お客様から高い評価を頂いています。,奈良県北葛城郡広陵町中167,1969,,,90,90百万円,https://koryo-kagaku.co.jp/,
2024-08-01,医療法人社団亮正会,病院・大学病院・クリニック,3,■事業内容：総合高津中央病院の運営※外来診療科目…内科（一般、呼吸器、消化器、糖尿病、腎臓、神経、人工透析）、循環器内科、外科、消化器外科、小児外科、肛門外科、血管外科、整形外科、脳神経外科、形成外科、リウマチ科、小児科、皮膚科、泌尿器科、産婦人科、眼科、耳鼻咽喉科、リハビリテーション科、放射線科、麻酔科,神奈川県川崎市高津区溝口1-16-7,1956,,,600,10百万円,http://www.takatsuhosp.or.jp/,
2024-07-01,化研テクノ株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,2,■事業内容：試験研究試薬、一般試薬、体外診断薬、試験研究用精密分析機器、実験器具及び機材、臨床検査機器、高純度化成品、工業薬品、水産薬品、水処理薬品、医薬品、動物用医薬品の販売,徳島県徳島市東沖洲2-27-1,1981,,,90,50百万円,http://www.kaken-techno.co.jp/,
2024-07-01,生晃栄養薬品株式会社,医薬品メーカー業界,4,【企業紹介】生晃栄養薬品株式会社の生い立ちは、1941年10月に、前会長の故 蔵野久一氏が「日本海水産化学」の名称で個人創業し、肝油の製造販売を始めたことにあります。1947年に組織を一変し「生晃栄養薬品株式会社」として再出発いたしました。その後も絶えず生産技術の向上、新たな設備を導入し、ソフトカプセルの製造、大手・中堅製薬会社からの錠剤の糖衣加工の受託など、現在の会社の基礎を確立して参りました。以降、福井県若狭町に新工場を建設する等、最新設備の導入を進めるとともに、高度な製剤技術力とＧＭＰ対応により、内服固形製剤を中心とする医薬品の受託加工に注力してきました。,大阪府大阪市西淀川区姫里2-3-28,1947,,38.0,352,69百万円,http://www.seiko-eiyo.co.jp/,
2024-05-01,医療法人社団　医聖会,病院・大学病院・クリニック,1,■医聖会について京都・大阪の中間に位置する八幡市を中心に、急性期医療から慢性期医療、介護、訪問看護、回復期の乳幼児の保育まで地域に幅広い医療サービスを提供しています。病院としては、八幡中央病院・京都八幡病院・学研都市病院の3施設を擁し、それぞれの分野において高い専門性のもと運営しています。その他の施設として介護老人保健施設や、ヘルパーステーション、乳幼児向けのデイサービス施設等を設けています。,京都府八幡市八幡五反田39-1,1978,,35.0,1050,,http://www.iseikai.jp/,
2024-07-01,株式会社ナンブ,福祉・介護関連サービス,2,■事業内容：医療・健康サービス、調剤、介護･コンサルティング事業など、医薬品事業から介護サービスまで、医療・介護にかかわるサービスを幅広く展開しています。（1）医療、健康／在宅…医薬品、医療機器、病院設備保守点検、医療用高圧ガス、建設業（管／機）工事、水処理薬品、在宅酸素療法装置全般、防疫剤、理科機器、訪問看護、工業薬品、ワクチン、健康器具、福祉用具（2）調剤薬局…医薬品、調剤、医療機器,愛知県岡崎市戸崎町字牛転10-91,1923,,,510,50百万円,http://www.nambu-y.jp/,
2024-06-01,医療法人徳松会,病院・大学病院・クリニック,2,同社は1820（文政2年）に開業した医業（蘭方医）が前身となっています。その後1972（昭和47年）に医療法人徳松会となり、それからは日々思いやりの心とともに地域に根ざす温かな医療を提供しています。,徳島県徳島市南庄町4-63-1,1959,,,169,111百万円,https://www.matsunaga-hp.jp/tokushokai/,
2024-08-01,株式会社シニアライフクリエイト,福祉・介護関連サービス,4,■事業内容： （1）高齢者専門宅配弁当「宅配クック ワン・ツゥ・スリー」 フランチャイズ本部の運営（2）高齢者施設向食材卸事業「特助くん」の運営（3）高齢者サロン「昭和浪漫倶楽部」の運営（4）高齢者施設の厨房受託「結の台所」の運営,東京都港区三田3-12-14ニッテン三田ビル6F,1999,,38.0,118,50百万円,http://slc-123.co.jp,
2024-08-01,浜理薬品工業株式会社,医薬品メーカー業界,10,■事業内容：同社では、原薬、原薬中間体、食品添加物、化粧品原料、機能性有機材料、健康食品原料、試薬の製造販売を行っています。「技術に生きる」をモットーに、医薬品の原点である原薬および原薬中間体のメーカーとして、時代の変化や人々のニーズに的確に応えます。合成化学を中核技術として、医薬品原薬・中間体、健康食品や化粧品の有効成分を、日本のお客様のみならず、アメリカ、ヨーロッパ、ロシア、アジア、南アメリカ、アフリカなど世界中のお客様にお届けしています。新薬の開発にも成功し、世界的に評価される製造法特許も取得しています。,大阪府大阪市住之江区南港北1-19-40,1948,,40.0,130,120百万円,http://www.hamarichemicals.com/,
2024-08-01,株式会社秀榮産業,福祉・介護関連サービス,2,■事業内容： マンション賃貸業福祉事業■事業内容：株式会社秀榮産業は昭和60年6月に紡毛紡績業として産声をあげました。1988年には自動車部品金属塗装業へ転換し、2011年に有料老人ホームを中心とした介護福祉サービス事業を始めました。,愛知県岡崎市真伝町字荒戸21-5,1985,,,44,10百万円,http://www.shuei-sangyo.com/,
2024-08-01,日本メディカル株式会社,医療コンサルティング,5,■同社の役割：医療機器・院内ITシステム・電子カルテの導入支援、地域医療連携構築、移転・建築設計監理、増患・増収対策等のコンサルティングを通して、医療業界の新時代に求められる環境づくりに向け、総合世話役（コンシェルジュ）としての役割を担っています。,香川県高松市東ハゼ町8-8,1996,,,18,15百万円,http://www.japan-md.co.jp/index.html,
2024-07-01,エムスリーヘルスデザイン株式会社,その他医療関連,9,■事業内容：人々の健康づくりに貢献していくために、健康診断やストレスチェック、保健指導、産業医サービスなどの健康づくり業務支援サービスを展開しております。,京都府京都市中京区烏丸通六角下ル七観音町638東洋烏丸ビル2F,1985,,42.0,68,64百万円,https://m3hd.co.jp/,
2024-08-01,社会医療法人 杏嶺会,病院・大学病院・クリニック,2,■事業内容医療施設・介護施設の運営,愛知県一宮市奥町字下口西89-1,1988,,,2220,98百万円,https://www.anzu.or.jp/,
2024-08-01,株式会社日本直販総本社,医薬品メーカー業界,9,～45年間黒字経営、1977年の設立以来無借金経営で成長を続ける業界のリーディングカンパニー～■事業概要：カイロプラクティック施術院の開業コンサルティング事業として、健康寝具・器具、健康食品等の開発、卸売を行っています。,東京都渋谷区千駄ヶ谷5-34-7NEXビル8F,1977,,32.0,108,50百万円,http://www.nippon-chokuhan.jp/,
2024-08-01,株式会社シケン,その他医療関連,18,■事業内容： ・技工物の製造・販売・歯科材料の販売・咀嚼機能材料の研究・開発,徳島県小松島市芝生町字西居屋敷55-1,1979,,37.3,647,49百万円,https://www.shiken-jp.com/,
2024-07-01,株式会社エスアールエル・メディサーチ,CRO,1,■事業内容：医薬品臨床開発業務（CRO）の受託事業／臨床モニタリングなどを事業として展開しております。臨床検査受託事業において50年近い実績と技術力を持つ株式会社エスアールエルの100％出資企業であり、堅実経営を行っております。,東京都新宿区西新宿2-1-1,1997,,37.0,47,150百万円,http://www.srlmedi.com,
2024-06-01,皇漢堂製薬株式会社,医薬品メーカー業界,1,◇事業概要：大手薬局、薬店で取り扱われている一般用医薬品（OTC医薬品）の製造・販売を行っている製薬メーカーです。便秘薬、ビタミン剤、鼻炎薬等を主力製品としています。また、2004年からはジェネリック（後発医薬品）に特化した医療用医薬品分野にも進出し、最新設備を導入した三田工場から多くの優れた製品を全国の医療機関、薬局へと送り出しています。,兵庫県尼崎市長洲本通2-8-27,1980,,35.7,222,350百万円,http://www.kokando.co.jp/,
2024-06-01,株式会社嵯峨野,医療広告代理店・出版社・マーケティング・リサーチ,1,■事業内容・医療用医薬品のプロモーション/マーケティング/コンサルティング事業,東京都新宿区高田馬場3-23-7JESCO高田馬場3F,1989,,45.7,62,50百万円,http://www.saganocorp.jp,
2024-08-01,アニマ株式会社,医療機器メーカー業界,5,【アニマとは】1974年創立以来、人の立つ・歩くという生きる上で必要不可欠な動作に注目し、独自技術によるリハビリテーション医療用評価機器の研究開発・製造・販売を行っております。◆Mission体に不自由を抱えている人々の、心と身体の回復に貢献する。◆Vision一人でも多くの人が健康に立てる・歩ける社会を目指し、人の「立つ」「歩く」を正しく評価する技術を追究し、「立つ」「歩く」のプロ集団になる。◆Value世の中に役立つ仕事をする。世界にない価値を創造する。心を大切に、正しいことをする。,東京都調布市下石原3-65-1,1974,,,25,40百万円,https://anima.jp/,
2024-08-01,株式会社常光,医療機器メーカー業界,7,■概要：本州では医療機器、医療消耗品、体外診断薬の研究開発・製造・販売を手がける医療機器メーカーとして、北海道では医療機器、医療消耗品、体外診断薬の販売業務を行う医療総合商社として、二つの顔を持っています。2007年にはナノマテリオ・エンジニアリング事業部を立ち上げ、最先端のナノテクノロジー分野への第一歩として積極的に取り組んでいます。,東京都文京区本郷3-19-4,1948,,43.0,258,100百万円,https://jokoh.com/,
2024-08-01,株式会社フジタ医科器械,医療機器メーカー業界,1,■事業内容：・医療機器の製造及び販売・理化学機器の販売・医薬品販売・輸出入に関する一切の業務・医療機器修理業■事業の特徴：脳外科用の医療機器の製造、販売を行う会社であり、医療機器の製造、販売、修理をはじめ、理化学機器の販売を行っています。主要製品は脳神経外科手術用の鋼製小物で、その他にも外科手術用の道具や脳内酸素飽和度モニターなどを扱っています。,東京都文京区本郷3-6-1,1972,,,74,79百万円,http://www.fujitaika.co.jp/,
2024-08-01,チェスト株式会社,医療機器メーカー業界,11,■事業内容：1965年創業以来、呼吸器系ME機器の総合メーカーとして肺機能・気道過敏性・睡眠時無呼吸・呼吸代謝等の検査装置や、新薬の開発に必要な小動物実験装置、また酸素濃縮器・人工呼吸器・CPAPなどの在宅用呼吸治療器等、呼吸関連機器の開発・製造・輸入・販売を一貫しておこなっております。,東京都文京区本郷3-25-11,1965,,40.0,337,70百万円,https://www.chest-mi.co.jp/,
2024-08-01,タクト医療株式会社,医療機器メーカー業界,4,■事業内容：医療機器の製造および輸入販売,東京都中央区日本橋茅場町2-16-1K&Mビル,1977,,,20,40百万円,http://tact-medical.co.jp/,
2024-08-01,医療法人社団同友会,病院・大学病院・クリニック,19,■事業内容：（1）施設健診事業（2）巡回健診事業（3）産業保健活動（4）介護福祉事業,東京都文京区西片1-15-10,1974,,37.4,856,0百万円,https://www.do-yukai.com/,
2024-08-01,株式会社根本杏林堂,医療機器メーカー業界,3,医療機器（X線CT用・血管造影用・MRI用注入装置／超音波診断用造影剤注入器／尿路用造影剤注入器／カテーテル／翼状針など) の研究、企画開発、設計、製造、販売および据え付け、保守サービス、輸出,東京都文京区本郷2-27-20 本郷センタービル3階,1936,,,186,1000万円,"Failed to retrieve page, status code: 410",代表取締役社長 根本 茂
2024-08-01,ワシエスメディカル株式会社,医療機器卸,無,■医療メーカー各社の医療機器、医療材料の販売■自社オリジナル製品の企画・開発・販売【取扱商品】病院設備機器手術関連器械・器具・材料各種診療材料インプラント材料（整形外科・歯科口腔外科、他）検査・診断機器及び関連消耗品医療ガス看護用品（病棟関連）医療映像関連機器（術野カメラシステム、周辺機器等）開業支援業務（手術室・診療スペースのレイアウト設計）自社オリジナル製品販売 2024年7月doda掲載求人より引用,東京都文京区本郷2-31-8,1977,,,,10 百万円,"Failed to retrieve page, status code: 410",代表取締役 関口 陽介
2024-07-01,株式会社パースジャパン,その他医療関連,7,■事業内容病院向けレンタル事業／病院向けソリューション事業／商品販売・サービス事業,東京都文京区本郷5-26-4東京クリスタルビル,1984,,47.0,770,100百万円,https://www.persjapan.co.jp/,
2024-06-01,プライムテック株式会社,診断薬・臨床検査機器・臨床検査試薬メーカー,3,■事業内容：・理科学機器、同資材およびシステムの輸出入および国内外販売・上記に関する機器、同部品、同資材およびシステムの製造、およびレンタル・前記各号に付帯する一切の業務,東京都文京区小石川1-3-25小石川大国ビル2F,1988,,39.0,55,50百万円,http://www.primetech.co.jp/,
2024-06-01,日本エー・シー・ピー株式会社,医療機器卸,1,■企業概要：心臓血管外科領域に特化した専門医療機器商社で、同分野のリーディングカンパニーです。事業内容としては医療用機器の製造業、製造販売業、修理業、化粧品の販売を手がけています。海外医療機器メーカー製品の日本での総販売元であると共に独自製品の開発、販売を行っています。現在、世界に通用するOEM製品の開発を行い、輸出も開始する予定です。,東京都文京区本郷2-27-3,1979,,38.0,25,30百万円,http://www.acpjapan.co.jp/,
2024-07-01,ニューデンタルリサーチ株式会社,医療機器メーカー業界,4,■事業内容：歯科技工業,香川県木田郡三木町井上545-1,1979,,,100,10百万円,https://dnr.co.jp/,
2024-07-01,株式会社ヤエス,医療機器メーカー業界,1,■企業概要：私たちは病院向けリハビリテーション機器の販売・メンテナンスを行う会社としてスタートしました。1989年厚生労働省より策定された「高齢者保険福祉推進10カ年戦略（ゴールドプラン）」により全国で介護老人福祉施設などが整備され、寝浴・座位浴一体型で入浴できる浴槽装置の開発に成功。特殊入浴装置「ハートフル」は全国で評価され約1400施設でご愛用いただいています。,香川県高松市国分寺町福家甲605-1,1986,,,44,30百万円,http://www.yaesu.org/,
2024-08-01,株式会社コーナン・メディカル,医療機器メーカー業界,5,■事業内容：・オプトメカトロニクス（光学、機械、電子の融合技術）による医療機器、産業機器の研究開発ならびに製造販売・海外医療機器の発掘、輸入販売,兵庫県西宮市宮西町10-29,1951,,48.0,47,68百万円,https://konan.com/ja/w/,
2024-07-01,医療法人社団幸泉会高田上谷病院,病院・大学病院・クリニック,2,■事業内容： ・西宮市北部に根ざした医療を提供する『高田上谷病院』、隣接する『老人保健施設幸泉エルズ』の運営を展開。 ・『高田上谷病院』は西宮市の一次二次救急病院に指定。主要な診療科を有しており、病状急変に対する迅速な対応可。・『老人保健施設幸泉エルズ』は、兵庫県在住の方は勿論、遠くは大阪、京都のみならず近畿圏の方々が入所。『高田上谷病院』に併設されており、 20名の患者の受け入れ体制を整えています。また、施設医師が2名常駐。定期的な診断／治療／診察を行っています。,兵庫県西宮市山口町上山口4-26-14,2000,,,50,,http://www.takatakamitani-hp.jp/index.html,
2024-07-01,医療法人愛生館,病院・大学病院・クリニック,1,＜愛生館グループ＞■愛生館 使命人々の人生をより豊かにします■愛生館 理念全従業員の物心両面の幸福を求めると同時に、質の高い医療と手厚いサービスを通して人々の人生をより豊かにします■事業方針「0歳から100歳までの方々を支援する仕組みづくり」を通して、地域の方々に「愛生館があってよかった」と思っていただく■医療法人 愛生館◎事業内容◎病院（196床/ケアミックス型）、健康管理センター、老人保健施設、デイケアセンター、訪問看護ステーション、小規模多機能ホーム等の運営,愛知県碧南市新川町3-88,1945,,38.0,1055,59百万円,https://aiseikan.xsrv.jp/01/,
2024-08-01,デンツプライシロナ株式会社,医療機器メーカー業界,7,■事業内容：歯科医療機器、歯科材料の輸入・製造・販売およびサポートサービスの提供,東京都中央区銀座8-21-1住友不動産汐留浜離宮ビル5F,2017,,44.0,480,,https://www.dentsplysirona.com/ja-jp,
2024-08-01,全薬販売株式会社,医薬品卸,5,■事業内容： 【全薬販売株式会社】医薬品、医薬部外品、基礎化粧品、健康食品などの開発、販売ならびに通信販売の展開＜グループ会社＞【全薬ホールディングス株式会社】グループの経営管理およびそれに関連する業務を担う持株会社【全薬工業株式会社】医薬品、医薬部外品、基礎化粧品、健康食品などの研究、開発、製造、販売,東京都豊島区東池袋3-22-14,1959,,38.5,613,12百万円,https://www.zenyaku.co.jp/,
2024-08-01,ミズホ株式会社,医療機器メーカー業界,24,■概要／大正8年創業の歴史ある安定企業です。無借金経営を続けております：創業以来、約100年あまりの間、医療機器を製造から販売まで行う老舗医療機器メーカーです。主に、手術室設備機器、整形外科器械、脳神経外科器械、一般外科器械、 止血縫合器械、小動物用手術器械などの製造販売を行います。現在は、グループの力を結集し、アジアやヨーロッパへの積極的な海外展開を行っております。,東京都文京区本郷3-30-13,1939,,41.0,600,98百万円,http://www.mizuho.co.jp/index.html,
2024-08-01,株式会社トプコンメディカルジャパン,医療機器卸,12,■事業内容：・眼科医療分野向けソリューション（ハードウェア、診療支援システム、電子カルテシステム等）ならびにサービスの提供,東京都板橋区蓮沼町75-1,1976,,45.0,152,100百万円,https://topconhealthcare.co.jp/,
2024-07-01,フナコシ株式会社,医療機器卸,2,■会社概要：ライフサイエンス研究用試薬と機器の専門商社として長年培ってきたノウハウを駆使し，最先端のバイオ技術や海外の情報などを日本に紹介する重要な役割を担い，医薬・発酵・食品・水産業などの基礎研究・応用研究に欠かせない研究用試薬と機器を手がけています。■事業内容：ライフサイエンス研究用試薬と機器の輸出入，卸販売,東京都文京区本郷2-9-7,1989,,45.0,159,99百万円,http://www.funakoshi.co.jp/,
2024-08-01,株式会社コスミックコーポレーション,診断薬・臨床検査機器・臨床検査試薬メーカー,4,【企業理念】For the Patient【事業概要】体外診断薬の輸入及び販売 コスミックコーポレーションは甲状腺・糖尿病・神経免疫領域における自己免疫疾病診断薬の導入・販売を積極的に行っている。独創性と先進性に優れた製品を市場に送り出し、多くの診断薬では独占的な販売を続けています。RSR社（本国イギリス）の販売する体外診断用医薬品の輸入販売をメインに、スウェーデンやカナダ等からの導入品を取り扱っています。これらの導入品に加えて自社開発された検査試薬キットなどを検査センターと呼ばれる民間検査受託機関や大病院・専門病院そして研究機関などに販売している会社です。,東京都文京区小石川2-7-3,1990,,41.0,42,10百万円,http://www.cosmic-jpn.co.jp,
2024-07-01,株式会社インボディ・ジャパン,医療機器メーカー業界,5,■管理医療機器・計量機器の製造・販売■インボディ・ジャパン東京／東京都江東区亀戸1-28-6大阪／大阪府大阪市淀川区新北野2-8-5札幌／北海道札幌市北区北10条西2-9-1仙台／宮城県仙台市青葉区中央4-10-3名古屋／愛知県名古屋市中区丸の内3-23-8広島／広島県広島市東区光町1-12-20松山／愛媛県松山市三番町6-8-1福岡／福岡県福岡市博多区博多駅前3-7-34,東京都江東区亀戸1-28-6 タニビル,2000,,34.0,84,5000万円,https://www.inbody.co.jp/,代表取締役 申 基権
2024-06-01,ミズホアーバン株式会社,医療機器メーカー業界,1,■概要東京､神奈川、千葉、埼玉に特化した、ミズホ株式会社の製品の販売。ミズホ株式会社様の100％子会社です。当社で扱っている製品のうち、脳動脈瘤クリップは世界シェアNO.1 手術台で日米共にシェアNO.1を誇ります｡,東京都文京区本郷3-30-13,2001,,36.0,18,30百万円,http://www.mizuho.co.jp/index.html,
2024-07-01,医療法人北辰会西条市民病院,病院・大学病院・クリニック,1,"■事業内容： 病院【診療項目】内科・外科・整形外科・リハビリテーション科 【病床数】101床（一般病床25床、医療療養病床26床、回復期リハビリテーション病床50床）介護老人保健施設【定員】２９名訪問看護、居宅介護支援事業所""",愛媛県西条市小松町妙口甲1521,1979,,,,,http://www.hokushinkai.jp/,
2024-08-01,中央ビジコム株式会社,医療機器卸,2,【医療機関に向けた医療ITシステムの構築と運用までをトータルサポートする企業】＼納品実績1万7000件以上／■病院・クリニック・薬局向けにシステム販売 及び 運用サポート （ウィーメックス製IT医療システム メディコム正規販売代理店） ■電子カルテ・医院向けレセプトコンピュータ・薬局向けレセプトコンピュータ・電子薬歴・その他OA関連情報機器の取扱い■開業支援コンサルティング,東京都台東区上野5-3-1 中央ビル3F,1966,,,,4000万円,https://bijicom.co.jp/,代表取締役社長 岩田 徹也
2024-07-01,大西紙工有限会社,医薬品卸,2,■事業内容： ・医療用不織布製品（ドレープ、ガーゼ）の加工・スリッター加工・紙紐製造,愛媛県四国中央市村松町532,1976,,,45,8百万円,https://onishishikou.co.jp/kaisyajyouhou/,
2024-06-01,医療法人慈愛会　岩男病院,病院・大学病院・クリニック,1,■事業内容・外科・内科・胃腸科・肛門科・整形外科・呼吸器科・リハビリテーション科・人工透析・病院４５床（療養４５床）,大分県由布市湯布院町川上3059-1,1965,,50.0,45,12百万円,http://iwao-hosp.com/,
2024-07-01,医療法人愛生会,病院・大学病院・クリニック,1,■事業内容： <老人保健施設あさひ>病状が安定期にあり、入院治療する必要はないが、リハビリテーション、看護・介護を中心としたケアを必要とする要介護者に入所していただき、サービスを提供します。<室戸中央病院>室戸中央病院では一般外来診療に加えて、療養型病院としての機能も備えています。,高知県室戸市室津2273,1986,,,,45百万円,https://muroto-aiseikai.or.jp/,
2024-08-01,医療法人玖寿会,病院・大学病院・クリニック,1,■事業内容内科/外科/整形外科/リハビリテーション科・総病床数56床（内地域包括ケア病棟38床、医療療養型病棟 18床）・診療時間 【平日】9:00～17:30（休診12:30～13:30）【土曜日】9:00～12:30 ※休診日：土曜日午後、日曜日、祝日・受付時間 【平日】8:30～12:30、13:30～17:30 【土曜日】8:30～12:30 ※急患はこの限りではありません,大分県玖珠郡玖珠町大字帆足259,1977,,45.0,93,,https://www.takadahp.com,
2024-07-01,株式会社高山医療機械製作所,医療機器メーカー業界,7,■事業内容： ・医療機器の開発、製造、販売リスクがある外科手術の安全性を高め、外科医と患者様の負担を減らす。それにより、世界中の人々の豊かな暮らしの一助になるべく、ものづくりで貢献していきます。,東京都台東区谷中3-4-4,1949,,32.0,39,10百万円,https://www.takayama-instrument.co.jp,
2024-07-01,トライアドジャパン株式会社,調剤薬局・ドラッグストア業界,7,■事業内容：「患者・医師・薬局が三位一体となった医療環境づくり」という企業理念のもと、薬局事業／治験支援事業／クリエイティブ事業の3事業を展開しています。薬局事業の調剤業務に留まることなく、地域の人々の健康を支える活動を行う薬局運営、新薬の開発をサポートする治験支援事業（SMO）やクリエイティブ事業など、多岐にわたる医療関連事業を推進し、多角的な医療貢献を行います。,神奈川県相模原市南区相模大野3-14-20,1995,,38.0,361,10百万円,"Failed to retrieve page, status code: 410",
2024-08-01,南九イリョー株式会社,福祉・介護関連サービス,3,■事業概要：1. 医療養生活中に必要とされる物品の貸与・販売及びサービス業務2. 一般クリーニング業務3. 産業廃棄物収集運搬業務4. 産業用リネン品の貸与・販売サービス業,鹿児島県鹿児島市唐湊4-17-2,1965,,43.0,620,30百万円,http://www.nki-jp.com,
2024-06-01,株式会社ヤマグチ薬局,調剤薬局・ドラッグストア業界,1,■概要：神奈川県・東京都を中心に調剤薬局を展開中の企業です。,神奈川県相模原市緑区橋本2-9-6,1983,,42.1,433,50百万円,http://www.yamaguchi-pha.jp/,
2024-07-01,株式会社真和,その他医療関連,1,■1966年設立。老舗の独立系メディカル広告代理店■広告を通じて医薬品と医療者、患者や企業を繋ぎ、医療の発展に貢献■クライアントは国内外大手製薬メーカー■日経BP広告賞７回受賞,東京都千代田区有楽町2-7-1有楽町イトシア,1966,,42.0,80,20百万円,http://shinwa-inc.co.jp/profile/,
2024-08-01,社会医療法人緑泉会　米盛病院,病院・大学病院・クリニック,14,■事業内容：当会は整形外科・救急科を中心に脳神経外科・循環器内科など幅広い医療活動を行う米盛病院を主体とし、治療から退院後の長期にわたる見守りまで、一貫性のある医療・サービスを提供しています。,鹿児島県鹿児島市与次郎1-7-1,1969,,33.9,1481,,https://www.yonemorihp.jp/recruitsite/,
2024-08-01,医療法人協和会,病院・大学病院・クリニック,1,■事業内容・病院：川西市立総合医療センター（405床）（2022年9月より指定管理者として運営）、協立記念病院（437床）、協和会病院（301床）、協和マリナホスピタル（140床）、第二協立病院（425床）、千里中央病院（400床）、・介護老人保健施設：ウエルハウス川西（130名）、ウエルハウス協和（136名）、ウエルハウス西宮（129名）、ウエルハウス清和台（100名）・在宅部門：在宅支援センター（居宅支援事業所、訪問看護・介護事業所、地域包括支援センター、看護多機能型居宅介護）■新事業への取組・2022年9月に川西市立総合医療センターを整備,兵庫県川西市火打1-7-13,1980,,39.1,3442,,"Failed to retrieve page, status code: 410",
