更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,株式会社柳屋薬局,調剤薬局・ドラッグストア業界,求人なし,東京都江東区北砂3-35-21柳屋ビル 1Ｆ,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高橋 秀徳,10 百万円,
2024-08-01,株式会社クリーン薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区東品川3-18-3神興ビル 1Ｆ,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大木 一正,10 百万円,
2024-08-01,株式会社フシミ眼鏡店,医療機器メーカー業界,求人なし,東京都品川区上大崎3-1-1目黒セントラルスクエア 1Ｆ,1949,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伏見 浩一,10 百万円,
2024-08-01,株式会社ドラッグ・フジ,調剤薬局・ドラッグストア業界,求人なし,東京都品川区東大井5-1-18区民住宅サンライズ品川 101,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 之彦,10 百万円,
2024-08-01,有限会社梶谷調剤薬局,調剤薬局・ドラッグストア業界,求人なし,福岡県福岡市中央区長浜1-2-6802,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 梶谷 恭子,3 百万円,
2024-08-01,有限会社ポツポ堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区大井4-2-2ラフュージュ大井町 1Ｆ,1962,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松尾 眞澄,7 百万円,
2024-08-01,有限会社つばさ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区荏原4-6-16木村ビル 1Ｆ,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 只木 信美,3 百万円,
2024-08-01,有限会社内田薬局,調剤薬局・ドラッグストア業界,求人なし,福岡県朝倉市甘木1997-4,1982,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 内田 昭生,3 百万円,
2024-08-01,有限会社東京オストミーセンター,医療機器メーカー業界,求人なし,東京都品川区西五反田2-10-8204,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大村 裕子,3 百万円,
2024-08-01,医療法人社団東品川クリニック,病院・大学病院・クリニック,求人なし,東京都品川区東品川3-18-3神興ビル 3Ｆ,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 平塚 正武,,
2024-08-01,有限会社南勢薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区大崎3-16-13,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 根木 登美,3 百万円,
2024-08-01,有限会社中島薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区旗の台2-9-19ヒルフラッグナカジマ 1Ｆ,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島 友一郎,6 百万円,
2024-08-01,医療法人財団佐花会大井中央病院,病院・大学病院・クリニック,求人なし,東京都品川区大井4-11-27,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 前田 武昭,,
2024-08-01,石倉医薬品産業株式会社,調剤薬局・ドラッグストア業界,求人なし,東京都品川区小山2-3-4,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石倉 宗昌,10 百万円,
2024-08-01,医療法人社団橋本整形外科医院,病院・大学病院・クリニック,求人なし,東京都品川区中延5-5-6第2セントラルビル 2Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,有限会社安藤硝子加工技術研究所,医療機器メーカー業界,求人なし,東京都品川区南品川6-3-3,1979,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 沼田 誠一,3 百万円,
2024-08-01,太陽商事株式会社,医療機器卸,求人なし,東京都港区芝5-30-9藤ビル 9Ｆ,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小泉 万里子,40 百万円,
2024-08-01,株式会社青横ファーマシー,調剤薬局・ドラッグストア業界,求人なし,東京都品川区東品川3-18-3,1991,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊藤 豊,3 百万円,
2024-08-01,株式会社健生製薬社,調剤薬局・ドラッグストア業界,求人なし,東京都品川区西大井2-4-11,1950,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 研一,10 百万円,
2024-08-01,有限会社常陽商会,調剤薬局・ドラッグストア業界,求人なし,東京都品川区北品川2-19-3,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 照沼 常雄,3 百万円,
2024-08-01,株式会社台場薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区東品川3-18-3,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊藤 豊,3 百万円,
2024-08-01,一般社団法人北九州市小倉医師会,病院・大学病院・クリニック,求人なし,福岡県北九州市小倉北区中島1-19-17,1948,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 今渡 龍一郎,,
2024-08-01,伊藤医院,病院・大学病院・クリニック,求人なし,大分県竹田市直入町大字長湯7985-5,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,有限会社杏林堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区大井4-25-42,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 山崎 俊男,5 百万円,
2024-08-01,有限会社爽快調剤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都品川区荏原4-1-5ケーユービレッジ 1Ｆ,1983,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 洋子,3 百万円,
2024-08-01,医療法人社団櫻井クリニック,病院・大学病院・クリニック,求人なし,東京都品川区西五反田6-22-3メゾンドスリーズ 1Ｆ,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 櫻井 秀樹,,
2024-08-01,有限会社イワサキ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区目黒4-24-12,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西脇 宏,3 百万円,
2024-08-01,有限会社クスリの小山,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区大岡山2-1-19サンライズ近藤 1Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小山 伸一,5 百万円,
2024-08-01,社会福祉法人つくも会,福祉・介護関連サービス,求人なし,福岡県直方市大字上新入2116-7,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 坂田 宗近,368 百万円,
2024-08-01,有限会社ニコス,福祉・介護関連サービス,求人なし,東京都目黒区原町1-22-1,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 先﨑 弘健,5 百万円,
2024-08-01,有限会社三枝商事,調剤薬局・ドラッグストア業界,無,東京都目黒区目黒3-1-7,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,3 百万円,
2024-08-01,有限会社大森調剤薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区碑文谷1-4-4,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 栗田 淳,3 百万円,
2024-08-01,株式会社日本共済会,医薬品メーカー業界,求人なし,東京都目黒区自由が丘2-16-27自由ヶ丘ロータリーマンション,1947,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伊藤 昭子,20 百万円,
2024-08-01,医療法人社団田中舘医院,病院・大学病院・クリニック,求人なし,東京都目黒区駒場1-28-6,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 田中舘あづさ,,
2024-08-01,有限会社藤本薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区駒場2-4-6,1974,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤本 一男,3 百万円,
2024-08-01,有限会社松見坂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区大橋2-2-1,1982,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤本 一男,3 百万円,
2024-08-01,有限会社司生堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区八雲1-7-13司生堂ビル 1Ｆ,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 忍,3 百万円,
2024-08-01,株式会社目黒薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区目黒2-9-3メグロフラッツ 102,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 俊一,10 百万円,
2024-08-01,株式会社寺田調剤薬局,調剤薬局・ドラッグストア業界,無,東京都目黒区八雲5-10-22Ａ,1976,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺田 友英,10 百万円,
2024-08-01,有限会社共栄硝子製作所,医療機器メーカー業界,求人なし,東京都目黒区下目黒2-23-31,1969,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 廣澤 猛,3 百万円,
2024-08-01,有限会社染谷歯科商店,医療機器卸,求人なし,東京都目黒区目黒3-2-21,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 染谷 康彦,3 百万円,
2024-08-01,有限会社碑文谷薬局,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区碑文谷5-10-18,1985,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 大輔,3 百万円,
2024-08-01,有限会社カテイ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区下丸子3-13-19,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨田 章,3 百万円,
2024-08-01,株式会社サワ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区大森東1-4-5,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 浦田 清明,10 百万円,
2024-08-01,タカハシクリニック,病院・大学病院・クリニック,無,東京都大田区蒲田4-29-11高橋ビル,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,院長 高橋 龍太郎,,
2024-08-01,株式会社タテベ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区西蒲田7-6-2建部ビル 1Ｆ,1949,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 建部 巧,10 百万円,
2024-08-01,有限会社ナルミヤ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区蒲田2-4-4,1963,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 原崎 登,3 百万円,
2024-08-01,有限会社ヒューマナ社,調剤薬局・ドラッグストア業界,求人なし,東京都国立市東1-8-6国立メディカルセンター,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小峰 久明,5 百万円,
2024-08-01,有限会社ユタカ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区上池台2-31-15,1976,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 城所 務,3 百万円,
2024-08-01,有限会社六郷薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区東六郷2-11-10,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石橋 済,3 百万円,
2024-08-01,株式会社市川薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区上池台1-10-9,1949,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小野 裕子,10 百万円,
2024-08-01,株式会社ゼロテクノ,大学・研究施設,求人なし,大分県大分市末広町1-5-16,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 嘉昭,138 百万円,
2024-08-01,有限会社北洋薬品,調剤薬局・ドラッグストア業界,求人なし,東京都大田区中央1-10-8,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北川 年男,3 百万円,
2024-08-01,医療法人社団大森診療所,病院・大学病院・クリニック,求人なし,東京都大田区南馬込3-7-18,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 北川 七也,,
2024-08-01,有限会社大城薬品,調剤薬局・ドラッグストア業界,求人なし,東京都大田区西蒲田4-9-3,1964,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 砂長谷 栄克,3 百万円,
2024-08-01,有限会社大熊薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区蒲田4-41-1大熊ビル 1Ｆ,1969,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 島﨑 太郎,16 百万円,
2024-08-01,株式会社大門薬品,調剤薬局・ドラッグストア業界,求人なし,東京都大田区蒲田4-10-14あすとウィズ,1961,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塙 泰郎,13 百万円,
2024-08-01,有限会社大鳥居薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区東糀谷3-1-5,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中根 芳雄,3 百万円,
2024-08-01,有限会社中心療法研究所,その他医療関連,求人なし,東京都大田区東矢口3-28-12,1978,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 渡辺 和浩,3 百万円,
2024-08-01,医療法人養気会,病院・大学病院・クリニック,求人なし,宮崎県小林市真方87,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 池井 義彦,312 百万円,
2024-08-01,医療法人社団松原内科,病院・大学病院・クリニック,求人なし,東京都大田区雪谷大塚町18-9,1991,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 松原 寛,,
2024-08-01,有限会社石川台薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区東雪谷2-20-1,1972,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小田部 潤一,3 百万円,
2024-08-01,有限会社長栄堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区池上6-1-23,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森下 伸子,3 百万円,
2024-08-01,医療法人康生会,病院・大学病院・クリニック,求人なし,熊本県熊本市東区山ノ神2-2-8,1964,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 小柳 邦夫,2 百万円,
2024-08-01,有限会社白木薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区中央3-15-13,1958,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 白木 信和,3 百万円,
2024-08-01,有限会社春日橋薬局,調剤薬局・ドラッグストア業界,求人なし,東京都大田区大森北5-12-10杉野ビル 1Ｆ,1991,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 足助 渉,5 百万円,
2024-08-01,有限会社寺田物産,医療機器メーカー業界,求人なし,東京都大田区大森北6-25-6清和荘 1Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 濱詰 美智孝,3 百万円,
2024-08-01,医療法人日隈会,病院・大学病院・クリニック,求人なし,熊本県熊本市中央区萩原町9-30,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 山本 藍,818 百万円,
2024-08-01,医療法人社団宏仁会千葉医院,病院・大学病院・クリニック,求人なし,東京都大田区大森北5-12-10,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 千葉 洋丈,386 百万円,
2024-08-01,有限会社塩田薬品,調剤薬局・ドラッグストア業界,求人なし,東京都大田区東糀谷1-19-14,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塩田 陽子,3 百万円,
2024-08-01,医療法人社団仁慈会,病院・大学病院・クリニック,求人なし,東京都大田区南蒲田2-16-1テクノポートカマタ 2Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 倉治 七重,7 百万円,
2024-08-01,有限会社キクノミズ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区池尻2-18-14,1959,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 坂野 政代,3 百万円,
2024-08-01,株式会社ケンポドー,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区経堂2-16-15,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐々木 君華,10 百万円,
2024-08-01,有限会社ニイナ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区成城6-10-8ニイナビル 1Ｆ・2Ｆ・3Ｆ,1973,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中川 建太郎,3 百万円,
2024-08-01,株式会社王樹製薬,医療機器メーカー業界,求人なし,熊本県熊本市南区近見7-10-1,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 島田 修,10 百万円,
2024-08-01,有限会社三進堂薬局,調剤薬局・ドラッグストア業界,求人なし,大阪府高槻市津之江町1-60-8,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 泰元,3 百万円,
2024-08-01,社会福祉法人桜ケ丘福祉会,福祉・介護関連サービス,求人なし,熊本県熊本市中央区世安3-10-7,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 一瀬 英行,601 百万円,
2024-08-01,有限会社ベビー堂薬局,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区下馬1-19-3,1963,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 倉持 壽男,3 百万円,
2024-08-01,有限会社かわいや,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区上祖師谷5-29-9,1966,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 矢沢 勝彦,3 百万円,
2024-08-01,有限会社ほてい薬局,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区代沢2-45-7,1971,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤本 康宏,3 百万円,
2024-08-01,やまわ薬品株式会社,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区松原2-17-39,1960,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡辺 美和,10 百万円,
2024-08-01,公益社団法人東京都世田谷区歯科医師会,その他医療関連,求人なし,東京都世田谷区松原6-4-1世田谷区歯科医師会館 3Ｆ,1947,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 田村 昌三,,
2024-08-01,株式会社東洋デンタル,医療機器メーカー業界,求人なし,東京都世田谷区用賀2-31-1ＤＭビル Ｂ1,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長岡 理恵,10 百万円,
2024-08-01,医療法人社団小島整形外科医院,病院・大学病院・クリニック,求人なし,東京都世田谷区南烏山6-3-14イケダビル 2Ｆ,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 小島 温,,
2024-08-01,有限会社コンソーレ,調剤薬局・ドラッグストア業界,求人なし,東京都目黒区東が丘2-7-25,1952,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 小杉 あき,3 百万円,
2024-08-01,医療法人社団田中医院,病院・大学病院・クリニック,求人なし,東京都世田谷区北烏山7-26-11川瀬コーポラス 1Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 田中 佐喜子,,
2024-08-01,山内メデカル株式会社,医療機器メーカー業界,求人なし,東京都世田谷区世田谷2-25-14,1968,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山内 和行,10 百万円,
2024-08-01,株式会社立花薬局,調剤薬局・ドラッグストア業界,求人なし,東京都世田谷区上馬2-5-8,1975,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 立花 敬一郎,10 百万円,
2024-08-01,有限会社木山ファーマシー,調剤薬局・ドラッグストア業界,求人なし,長崎県南島原市口之津町甲1191-2,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木山 為彦,3 百万円,
2024-08-01,有限会社丸高オプチカル,医療機器メーカー業界,求人なし,東京都世田谷区上北沢5-37-30,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙橋 義徳,6 百万円,
2024-08-01,公益社団法人世田谷区シルバー人材センター,福祉・介護関連サービス,求人なし,東京都世田谷区宮坂1-24-6宮坂区民センター 2Ｆ,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 竹内 弘,,
2024-08-01,一般社団法人世田谷区医師会,その他医療関連,求人なし,東京都世田谷区松原6-37-104Ｆ,1947,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 窪田 美幸,,
2024-08-01,医療法人社団等々力内科クリニック,病院・大学病院・クリニック,求人なし,東京都世田谷区等々力8-24-14,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 工富 道子,,
2024-08-01,有限会社花水木,福祉・介護関連サービス,求人なし,東京都世田谷区大原2-27-2,1992,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 並木 章,3 百万円,
2024-08-01,医療法人社団耳鼻咽喉科久木元医院,病院・大学病院・クリニック,求人なし,東京都世田谷区大原1-56-51Ｆ,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 久木元延生,,
2024-08-01,株式会社サミットソサエティ,病院・大学病院・クリニック,求人なし,東京都港区南青山2-24-15青山タワービルディング 1Ｆ,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大塚 昭人,99 百万円,
2024-08-01,株式会社グランツ,CRO,無,東京都渋谷区桜丘町24-1橋本ビル 8Ｆ,1985,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川島 桂樹,10 百万円,■システム開発■コンピューターの運用管理■機器／アプリケーションの検証■ＰＭＯ業務■一般労働者派遣事業（許可番号：派１３－３１０６３８） 2023年10月doda掲載求人より引用
2024-08-01,有限会社ホサカ薬局,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区笹塚1-21-10,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 保坂 靖宏,10 百万円,
2024-08-01,医療法人聖成会,病院・大学病院・クリニック,求人なし,鹿児島県鹿児島市加治屋町15-3,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 柿木 博成,,
2024-08-01,医療法人社団ＰＲＩＤＥ会,病院・大学病院・クリニック,無,東京都調布市小島町1-30-1,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 吉井 賢一郎,,■歯科医院の運営└『三笠歯科医院』└『吉井矯正歯科クリニック』└『三笠こども歯科医院』 2024年4月doda掲載求人より引用
2024-08-01,九州医薬株式会社,医薬品卸,求人なし,鹿児島県鹿児島市西陵1-45-6,1973,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 麻生 慎也,10 百万円,
2024-08-01,医療法人杏林会,病院・大学病院・クリニック,求人なし,鹿児島県いちき串木野市旭町83,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 丸田 修士,109 百万円,
2024-08-01,有限会社原宿カウンセリングセンター,その他医療関連,求人なし,東京都渋谷区千駄ヶ谷3-32-2北参道ウイングビル 3Ｆ,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 澤部 さよ子,3 百万円,
2024-08-01,有限会社佐野薬局,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区本町2-33-1,1951,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 守孝,3 百万円,
2024-08-01,有限会社松岡薬局,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区道玄坂1-6-2渋谷ファイブビル 1Ａ,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 横山 由美子,6 百万円,
2024-08-01,医療法人社団松寿会,病院・大学病院・クリニック,求人なし,東京都渋谷区恵比寿1-23-6ザマグノリアガーデン恵比寿 1Ｆ,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 松浦 憲一,,
2024-08-01,有限会社石田薬局,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区神山町7-13,1958,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 石田 茂,3 百万円,
2024-08-01,医療法人社団新宿ウイメンズクリニック,病院・大学病院・クリニック,求人なし,東京都渋谷区代々木2-11-20新宿島津ビル 3Ｆ,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 平田 貴夫,,
2024-08-01,有限会社代々木の森相談センター,その他医療関連,求人なし,東京都渋谷区代々木1-55-10学園ビル 801,1983,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大賀 隆,3 百万円,
2024-08-01,株式会社恵比寿ファーマシー,調剤薬局・ドラッグストア業界,求人なし,東京都渋谷区恵比寿1-22-23ヴェラハイツ恵比寿 102,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 篠原 久仁子,4 百万円,
