更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,医療法人社団一恵会,病院・大学病院・クリニック,無,埼玉県南埼玉郡宮代町字山崎478-9,2004,理事長 本村 一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,333 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 当施設は、地域の皆様方との信頼関係を基盤とした「望ましい介護老人保健施設」のあり方を実現していくため、医学的管理の下、看護・介護・リハビリテーション、その他日常生活のお世話等、総合的なサービス提供を行い、家庭における、より自立した生活を送ることができるようお手伝いをいたします。 2022年7月doda掲載求人より引用
2024-08-01,医療法人社団山粋会,福祉・介護関連サービス,求人なし,埼玉県春日部市牛島1081-31Ｆ,2004,理事長 山﨑 典之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,46 百万円,
2024-08-01,医療法人正修会黒川医院,病院・大学病院・クリニック,求人なし,埼玉県川越市菅原町20-21,1989,理事長 黒川 博,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団関心会,病院・大学病院・クリニック,求人なし,埼玉県川越市中台1-8-6,1997,理事長 関本 幹雄,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,684 百万円,
2024-08-01,医療法人内科小児科石川医院,病院・大学病院・クリニック,求人なし,埼玉県ふじみ野市西2-1-11,1990,理事長 石川 亮,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,7 百万円,
2024-08-01,医療法人三仁会津田医院,病院・大学病院・クリニック,求人なし,埼玉県北葛飾郡松伏町大字松伏3432,2002,理事長 津田 達広,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,8 百万円,
2024-08-01,医療法人社団埼玉光明会,病院・大学病院・クリニック,求人なし,埼玉県越谷市大沢3219-19,2006,理事長 髙田 直也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,37 百万円,
2024-08-01,医療法人幸篤会冨田整形外科,病院・大学病院・クリニック,求人なし,埼玉県鶴ヶ島市大字藤金835-59,1993,理事長 冨田 幸八郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,437 百万円,
2024-08-01,医療法人社団秀人会原田内科クリニック,病院・大学病院・クリニック,求人なし,埼玉県坂戸市末広町10-2,1996,理事長 原田 守久,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,132 百万円,
2024-08-01,医療法人順浩会野崎医院,病院・大学病院・クリニック,求人なし,埼玉県比企郡小川町大字青山1439,2004,理事長 野﨑 浩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,19 百万円,
2024-08-01,医療法人社団理趣会櫻井医院,病院・大学病院・クリニック,求人なし,埼玉県川口市幸町3-10-16,1991,理事長 牧角 裕,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,43 百万円,
2024-08-01,医療法人八百板整形外科医院,病院・大学病院・クリニック,求人なし,埼玉県川口市鳩ヶ谷本町4-4-10,1992,理事長 八百板 沙,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,57 百万円,
2024-08-01,医療法人社団歯幸会,病院・大学病院・クリニック,求人なし,埼玉県川口市幸町3-8-46コスモ川口幸町202Ａ,2007,理事長 吉野 宏幸,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,115 百万円,
2024-08-01,医療法人康曜会,病院・大学病院・クリニック,求人なし,埼玉県深谷市柏合144-2,2010,理事長 青木 康弘,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人ｉ－デンタルクリニック,病院・大学病院・クリニック,求人なし,埼玉県熊谷市籠原南2-212,2011,理事長 植野 順子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人善心会,病院・大学病院・クリニック,求人なし,埼玉県熊谷市柿沼334-1,2011,理事長 塚本 善峰,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団彩恵会,病院・大学病院・クリニック,求人なし,東京都新宿区新宿3-1-22ＡＤビル 6Ｆ,2001,理事長 髙平 一成,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団メディデンタル,病院・大学病院・クリニック,求人なし,埼玉県行田市大字持田1080ベイシアフードセンター行田店内,2012,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,5 百万円,
2024-08-01,医療法人社団英優会,その他医療関連,求人なし,埼玉県さいたま市桜区田島5-23-8西浦和クリニックプラザ 101,2012,理事長 中島 英治,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団みさわ会,病院・大学病院・クリニック,求人なし,埼玉県春日部市粕壁1-7-1,2012,理事長 三澤 篤,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団美草会菊地医院,病院・大学病院・クリニック,求人なし,埼玉県蕨市錦町2-20-12,2012,理事長 森田 幹太,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,13 百万円,
2024-08-01,医療法人社団風凛香,病院・大学病院・クリニック,求人なし,埼玉県さいたま市見沼区大字東門前43-1,2013,理事長 大瀬 亨,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,30 百万円,
2024-08-01,医療法人五麟会,病院・大学病院・クリニック,求人なし,埼玉県朝霞市本町1-34-1ボンビラージュテナント 1Ｆ,2013,理事長 町田 穣,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団千磨会,病院・大学病院・クリニック,求人なし,埼玉県さいたま市南区南浦和2-42-19アリビル 1Ｆ,2013,理事長 大岡 英俊,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人仁恵院,病院・大学病院・クリニック,求人なし,埼玉県川口市芝下2-22-12,2013,理事長 山際 雅也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団広彩会,病院・大学病院・クリニック,求人なし,埼玉県川越市新富町2-4-3木村屋ビル 3Ｆ,2013,理事長 廣瀬 哲也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,18 百万円,
2024-08-01,医療法人社団幸樹会,病院・大学病院・クリニック,求人なし,千葉県千葉市緑区おゆみ野中央4-26-4,1996,理事長 幸田 滋,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,113 百万円,
2024-08-01,医療法人社団三敬会,病院・大学病院・クリニック,求人なし,千葉県千葉市緑区誉田町1-959-5,1989,理事長 忍足 和浩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,163 百万円,
2024-08-01,医療法人社団元志会,病院・大学病院・クリニック,求人なし,千葉県千葉市稲毛区小仲台2-6-5中元ビル3Ｆ302,2007,理事長 宗 永元,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,69 百万円,
2024-08-01,医療法人社団咲心会,病院・大学病院・クリニック,求人なし,千葉県千葉市花見川区作新台5-1-5,2007,理事長 中川 雅之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,67 百万円,
2024-08-01,医療法人社団健志会,病院・大学病院・クリニック,求人なし,千葉県習志野市実籾5-4-19,1992,理事長 安喰 哲也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,8 百万円,
2024-08-01,医療法人社団佑健会,病院・大学病院・クリニック,求人なし,千葉県習志野市実籾5-8-6,1991,理事長 河野 恭佑,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団寛麗会,病院・大学病院・クリニック,求人なし,千葉県船橋市習志野台4-9-10シンセイビル 1Ｆ,1992,理事長 江波戸 寛,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団聖鳥会,病院・大学病院・クリニック,求人なし,千葉県船橋市本町1-2801船橋Ｆａｃｅ 3Ｆ308－1号,1998,理事長 北林 豊納雄,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,272 百万円,
2024-08-01,医療法人社団晴咲会,病院・大学病院・クリニック,求人なし,千葉県船橋市本中山2-18-3カタンクローバービル 2Ｆ,2006,理事長 萩原 聡,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,157 百万円,
2024-08-01,医療法人社団ひだまり会,病院・大学病院・クリニック,求人なし,千葉県八千代市大和田579-1ドエリングＳＵＧＡ 1Ｆ,2006,理事長 土井 寛則,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,34 百万円,
2024-08-01,医療法人社団真珠会,その他医療関連,求人なし,千葉県船橋市本町4-41-19セントラルビル 4Ｆ,2007,理事長 伊藤 高夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,225 百万円,
2024-08-01,医療法人社団爽晴会,病院・大学病院・クリニック,無,千葉県船橋市北本町1-3-1Ｋメディカルモール 2Ｆ,2007,理事長 古橋 淳一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,86 百万円,千葉県船橋市、鎌ヶ谷市で5つの歯科医院を運営 2024年2月doda掲載求人より引用
2024-08-01,医療法人社団国井整形外科,病院・大学病院・クリニック,求人なし,千葉県市川市市川1-17-7,1994,理事長 國井 光隆,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,59 百万円,
2024-08-01,医療法人社団青峯会,病院・大学病院・クリニック,無,千葉県市川市相之川1-8-1,1996,理事長 山中 ゆか,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,31 百万円,クリニックの運営「医聖よろずクリニック いちかわ院」「医聖よろずクリニック あおよこ院」 2024年5月doda掲載求人より引用
2024-08-01,医療法人社団東恵会,病院・大学病院・クリニック,求人なし,千葉県浦安市北栄4-21-15,1998,理事長 森 直樹,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,22 百万円,
2024-08-01,医療法人社団緑友会,病院・大学病院・クリニック,無,千葉県市川市行徳駅前2-16-1,2004,理事長 三木猛生,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,22 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 クリニック部門：内科整形外科クリニックの運営、整骨院、鍼灸院、マッサージ院の運営管理介護部門：デイケア、デイサービス、ショートステイなどの介護施設、訪問リハビリ、居宅新事業所の運営★地域包括ケアの中核を担っています。地域の皆様が安心して暮らせるまちづくりに貢献中！★地域の皆様が、医療・介護サービスをワンストップで便利に利用できる環境を提供しています。 2023年7月doda掲載求人より引用
2024-08-01,医療法人社団紫翠会,病院・大学病院・クリニック,求人なし,千葉県浦安市明海5-7-1新浦安ｓｏｌドクターズベイＣ号室,2006,理事長 神谷 尚志,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,20 百万円,
2024-08-01,医療法人社団紘和会,病院・大学病院・クリニック,求人なし,千葉県松戸市小金3高橋ビル 7Ｆ,1992,理事長 末村 雅明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団英智会,病院・大学病院・クリニック,求人なし,千葉県松戸市五香7-55-1第1国分ビル 1Ｆ,2003,理事長 関 勝三,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,139 百万円,
2024-08-01,医療法人社団それいゆ,病院・大学病院・クリニック,求人なし,千葉県松戸市松戸1147涌井ビル 5Ｆ,2008,理事長 宮田 義久,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,61 百万円,
2024-08-01,医療法人社団ふたば会,病院・大学病院・クリニック,求人なし,千葉県印西市竜腹寺350-2,1998,理事長 安部 昌宏,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,176 百万円,
2024-08-01,医療法人社団敬徳会,福祉・介護関連サービス,求人なし,千葉県四街道市大日1685-10,1996,理事長 前田 清貴,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,65 百万円,
2024-08-01,医療法人社団愛友会,病院・大学病院・クリニック,求人なし,千葉県市原市五井中央東2-2-3アヴァンタージュ 1Ｆ,1996,理事長 猪股 哲夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,41 百万円,
2024-08-01,医療法人社団立志会,病院・大学病院・クリニック,求人なし,千葉県市原市うるいど南3-1-1,2005,理事長 片橋立秋,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団慈協会,病院・大学病院・クリニック,求人なし,千葉県市原市姉崎658,2006,理事長 遠山 洋一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団百樹会,病院・大学病院・クリニック,求人なし,千葉県成田市馬橋1-17,2011,理事長 菅谷 芳樹,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,76 百万円,
2024-08-01,医療法人社団史祥会,病院・大学病院・クリニック,求人なし,千葉県木更津市ほたる野3-24-19,2011,理事長 岩塚 祥穗,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団正進会,病院・大学病院・クリニック,求人なし,千葉県市川市八幡6-2-2,2011,理事長 西田 隆行,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,12 百万円,
2024-08-01,医療法人社団耳鼻咽喉科高津医院,病院・大学病院・クリニック,求人なし,千葉県銚子市馬場町59,1991,理事長 髙津 光晴,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団石井皮膚科診療所,病院・大学病院・クリニック,求人なし,千葉県銚子市中央町8-2,1993,理事長 石井 健,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団英和会,病院・大学病院・クリニック,求人なし,千葉県柏市松ケ崎726-6,1997,理事長 宮尾 晃代,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,33 百万円,
2024-08-01,医療法人社団親切堂成広医院,病院・大学病院・クリニック,求人なし,千葉県我孫子市布佐845-1ヒルサイドビル丹羽 1Ｆ,1995,理事長 成廣 朗,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,169 百万円,
2024-08-01,医療法人社団碧水会,病院・大学病院・クリニック,求人なし,千葉県柏市南増尾1-14-14,2006,理事長 白石 一也,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,440 百万円,
2024-08-01,医療法人社団南洲会,病院・大学病院・クリニック,求人なし,千葉県勝浦市墨名485-252,2000,理事長 有馬 三郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,420 百万円,
2024-08-01,医療法人社団樹々会,病院・大学病院・クリニック,求人なし,千葉県富里市日吉台1-6-2,2013,理事長 今村 正成,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,142 百万円,
2024-08-01,医療法人社団如月会,福祉・介護関連サービス,求人なし,千葉県市川市相之川4-9-6,2013,理事長 澤野 宗如,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団康樹会,病院・大学病院・クリニック,求人なし,千葉県千葉市美浜区高洲3-23-1ペリエメディカルビル美浜3Ｆ,2013,理事長 森本 哲郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人三仁会,病院・大学病院・クリニック,求人なし,茨城県水戸市中丸町609-1,2000,理事長 秋山 三郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,64 百万円,
2024-08-01,医療法人社団緑整会,病院・大学病院・クリニック,求人なし,茨城県那珂郡東海村東海3-2-11ティービル 1Ｆ,2005,理事長 石井 嗣夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人すこやか,病院・大学病院・クリニック,求人なし,茨城県ひたちなか市大成町31-19,2007,理事長 手島 研作,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,267 百万円,
2024-08-01,医療法人社団栄進会,福祉・介護関連サービス,求人なし,茨城県笠間市来栖255-1,1993,理事長 豊田 順一,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,56 百万円,
2024-08-01,医療法人恵泉会,病院・大学病院・クリニック,求人なし,茨城県稲敷郡阿見町本郷1-2-3,2003,理事長 大澤 扇子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,108 百万円,
2024-08-01,医療法人社団博雅会,病院・大学病院・クリニック,求人なし,茨城県石岡市府中2-2-12,1999,理事長 橘田 雅美,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,36 百万円,
2024-08-01,医療法人社団芳樹会,病院・大学病院・クリニック,求人なし,茨城県下妻市江1572-4,2000,理事長 粟野 俊二,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,40 百万円,
2024-08-01,医療法人博友会,その他医療関連,求人なし,茨城県つくば市谷田部5915,2005,理事長 菊池 博,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,"1,015 百万円",
2024-08-01,医療法人玉心会,病院・大学病院・クリニック,求人なし,茨城県神栖市平泉1-168,2011,理事長 大城 恬瑩,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,66 百万円,
2024-08-01,医療法人哲奈会,その他医療関連,求人なし,茨城県牛久市南2-22-7,1997,理事長 髙野 綾子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,89 百万円,
2024-08-01,医療法人鴻仁会,病院・大学病院・クリニック,求人なし,茨城県桜川市上野原地新田159-2,1970,理事長 小松嵜 薫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,"1,673 百万円",
2024-08-01,医療法人竹園ファミリークリニック,病院・大学病院・クリニック,求人なし,茨城県つくば市竹園2-8-19,2013,理事長 松本 隆之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団宇光会,病院・大学病院・クリニック,求人なし,栃木県宇都宮市宝木町1-2589,1989,理事長 村井 邦彦,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,188 百万円,
2024-08-01,医療法人関湊記念会,病院・大学病院・クリニック,求人なし,栃木県宇都宮市本町5-12宇都宮東武ホテルグランデ 5Ｆ,1993,理事長 黑田久元,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,96 百万円,
2024-08-01,医療法人創美会,病院・大学病院・クリニック,求人なし,栃木県宇都宮市駅前通り2-3-5ユニマットビル 3Ｆ,2005,理事長 亀井 眞,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,39 百万円,
2024-08-01,医療法人社団喜龍会,病院・大学病院・クリニック,求人なし,栃木県宇都宮市元今泉8-1-1,2006,理事長 岩渕 文夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,380 百万円,
2024-08-01,医療法人俊紅会,病院・大学病院・クリニック,求人なし,栃木県那須塩原市唐杉31-2,2007,理事長 佐藤 英智,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,140 百万円,
2024-08-01,医療法人大樹会,病院・大学病院・クリニック,求人なし,栃木県小山市大字出井1935-1,2003,理事長 福嶋 偲,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,58 百万円,
2024-08-01,医療法人ゆたか会,病院・大学病院・クリニック,求人なし,栃木県小山市宮本町3-8-29,2007,理事長 丹野 努,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,50 百万円,
2024-08-01,医療法人社団智栄会,病院・大学病院・クリニック,求人なし,栃木県下都賀郡壬生町おもちゃのまち2-4-8,2006,理事長 福井 政道,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,23 百万円,
2024-08-01,医療法人正美会,病院・大学病院・クリニック,求人なし,栃木県足利市花園町4-2,1996,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,64 百万円,
2024-08-01,医療法人社団桑崎会,福祉・介護関連サービス,求人なし,栃木県佐野市免鳥町472-1,1989,理事長 桑崎 彰嗣,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,106 百万円,
2024-08-01,医療法人壮心会,病院・大学病院・クリニック,求人なし,群馬県高崎市剣崎町249-5,2004,理事長 川口 美香,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,9 百万円,
2024-08-01,医療法人篤志会,病院・大学病院・クリニック,求人なし,群馬県安中市安中1-29-1,2000,理事長 有坂 知之,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,12 百万円,
2024-08-01,医療法人社団優志会,その他医療関連,求人なし,群馬県伊勢崎市宮子町3556-1ハイパーモールメルクス伊勢崎 1Ｆ,2008,理事長 本田 浩章,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,4 百万円,
2024-08-01,医療法人修幸会,病院・大学病院・クリニック,求人なし,群馬県吾妻郡草津町大字草津464-701,2009,理事長 佐藤 ミカ,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,198 百万円,
2024-08-01,医療法人社団千諒会,病院・大学病院・クリニック,求人なし,静岡県静岡市葵区沓谷5-12-7,2005,理事長 小島 春紀,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,129 百万円,
2024-08-01,医療法人財団新六会,病院・大学病院・クリニック,求人なし,静岡県富士市中野249-2,1977,理事長 荻野 美重子,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,"1,562 百万円",
2024-08-01,医療法人社団朋誠会,病院・大学病院・クリニック,求人なし,兵庫県神戸市中央区雲井通4-2-2,1988,理事長 小武内 優,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人弘遠会,その他医療関連,求人なし,静岡県浜松市中央区田尻町120-1,1965,理事長 竹下 力,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,"1,618 百万円",
2024-08-01,医療法人社団拓己会,福祉・介護関連サービス,求人なし,静岡県浜松市中央区中田島町444,1991,理事長 秋 英達,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,120 百万円,
2024-08-01,医療法人社団藤松会,病院・大学病院・クリニック,求人なし,静岡県浜松市中央区大人見町12-12,1989,理事長 藤井 俊男,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,102 百万円,
2024-08-01,医療法人社団愛寿会,病院・大学病院・クリニック,求人なし,静岡県浜松市中央区下江町573-2,1995,理事長 下村 旭,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,36 百万円,
2024-08-01,医療法人社団復明館,病院・大学病院・クリニック,求人なし,神奈川県伊勢原市東大竹1541-1,1989,理事長 鈴木 克則,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団長羽会ながさかハートクリニック,病院・大学病院・クリニック,求人なし,静岡県浜松市中央区寺島町1057,1988,理事長 長坂 士郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,41 百万円,
2024-08-01,医療法人社団東医会,福祉・介護関連サービス,求人なし,静岡県浜松市中央区三方原町675-6,2006,理事長 渡辺 基,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,108 百万円,
2024-08-01,医療法人社団健美心,病院・大学病院・クリニック,求人なし,静岡県浜松市中央区鍛冶町1-35中村企画ビル 2Ｆ,2007,理事長 中村 真一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団玄庵,病院・大学病院・クリニック,求人なし,静岡県浜松市中央区市野町2461-1,2009,理事長 戸田 央,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,43 百万円,
2024-08-01,医療法人社団直心会,病院・大学病院・クリニック,求人なし,静岡県磐田市見付1819-91,2007,理事長 岡﨑 勝男,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人社団順風会,病院・大学病院・クリニック,求人なし,静岡県磐田市見付3784-1,2012,理事長 宇於崎 隆,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,13 百万円,
2024-08-01,医療法人古川会,その他医療関連,求人なし,山梨県甲府市国母1-4-8,1990,理事長 古川 尚志,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,42 百万円,
2024-08-01,医療法人緑風会,病院・大学病院・クリニック,求人なし,山梨県中巨摩郡昭和町押越916-1,1995,理事長 風間 要一郎,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人聖愛会,病院・大学病院・クリニック,求人なし,山梨県甲府市上阿原町487-1,2008,理事長 内布 英昭,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人もこちゃん,病院・大学病院・クリニック,求人なし,山梨県甲府市住吉5-19-7,2012,理事長 鈴木 文明,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人文正会,その他医療関連,求人なし,長野県東御市常田898-1,2001,理事長 小林 正悟,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,7 百万円,
2024-08-01,医療法人社団喜生会塩ノ崎医院,病院・大学病院・クリニック,求人なし,長野県松本市並柳1-4-8,1995,理事長 塩ノ﨑 文博,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人聖会,福祉・介護関連サービス,求人なし,長野県松本市大字笹賀3967-7,2004,理事長 大池 淑元,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,医療法人聖山会,福祉・介護関連サービス,求人なし,長野県伊那市荒井3831,1990,理事長 高橋 丈夫,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,175 百万円,
