更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,株式会社アスティス,医療機器卸,求人なし,,愛媛県松山市高野町甲1-1,1948,345,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阪本 正夫,946 百万円,
2024-08-01,株式会社クスリのマルエ,調剤薬局・ドラッグストア業界,無,,群馬県前橋市樋越町83,1973,343,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 江黒 太郎,48 百万円,
2024-08-01,株式会社ファインケア,福祉・介護関連サービス,求人なし,,東京都府中市美好町2-12-2,2002,343,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 恒藤 和史,10 百万円,
2024-08-01,株式会社Ｗｅｌｆａｒｅすずらん,福祉・介護関連サービス,求人なし,,愛知県名古屋市守山区幸心3-1202,2011,322,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 弘純,5 百万円,
2024-08-01,丸文通商株式会社,医療機器卸,求人なし,,石川県金沢市松島1-40,1961,318,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮本 治郎,100 百万円,
2024-08-01,ニチバンメディカル株式会社,医療機器メーカー業界,求人なし,,福岡県朝倉郡筑前町野町1713,1989,315,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 関谷 信行,70 百万円,
2024-08-01,株式会社そえる,調剤薬局・ドラッグストア業界,求人なし,,北海道札幌市中央区北六条西16-1-5ほくたけビル 8Ｆ,1997,310,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 要,100 百万円,
2024-08-01,明治薬品株式会社,医薬品メーカー業界,求人なし,,富山県富山市水橋開発三郷6,1948,301,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 益田 和二行,98 百万円,
2024-08-01,株式会社常盤メディカルサービス,医薬品卸,無,,兵庫県神戸市中央区港島中町6-13-1ノエビア神戸ビル 5Ｆ,1987,300,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松下 幸蔵,98 百万円,
2024-08-01,株式会社サンケイビルウェルケア,福祉・介護関連サービス,無,,東京都千代田区大手町1-7-2東京サンケイビル 16Ｆ,2011,293,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐々木 ゆかり,100 百万円,
2024-08-01,ＡＬＳＯＫジョイライフ株式会社,福祉・介護関連サービス,求人なし,,大阪府大阪市北区西天満4-14-3リゾートトラスト御堂筋ビル 17Ｆ,2000,291,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 嘉裕,100 百万円,
2024-08-01,メルクバイオファーマ株式会社,医薬品メーカー業界,無,,東京都目黒区下目黒1-8-1アルコタワー 4Ｆ,1979,288,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ジェレミー・グロサス,100 百万円,
2024-08-01,東電パートナーズ株式会社,その他医療関連,求人なし,,東京都豊島区北大塚1-12-15,2006,283,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中島 佳子,50 百万円,
2024-08-01,株式会社マツモトキヨシ中四国販売,調剤薬局・ドラッグストア業界,求人なし,,岡山県岡山市南区福富西1-20-32,2012,280,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森 崇,10 百万円,
2024-08-01,湧永製薬株式会社,医薬品メーカー業界,求人なし,,東京都新宿区荒木町13-4住友不動産四谷ビル 7Ｆ,1954,278,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 湧永 寛仁,544 百万円,
2024-08-01,林純薬工業株式会社,バイオベンチャー業界,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ・分析用試薬、分析用標準品電子工業用薬品、機能性薬品、高純度工業用薬品、化成品の製造販売・有機化合物の受託合成サービス・受託調液サービス 2022年6月doda掲載求人より引用,大阪府大阪市中央区内平野町3-2-12ＨＰＣビル,1932,274,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 和田 清之,100 百万円,
2024-08-01,株式会社タウンズ,医薬品メーカー業界,求人なし,,静岡県伊豆の国市神島761-1,2016,272,38.6,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野中 雅貴,100 百万円,スタンダード
2024-08-01,株式会社シニアライフカンパニー,福祉・介護関連サービス,求人なし,,東京都渋谷区代々木4-36-19リゾートトラスト東京ビル 6Ｆ,2018,269,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 伏見 有貴,,
2024-08-01,株式会社メディカル・プリンシプル社,医療コンサルティング,無,,東京都港区新橋4-1-1新虎通りＣＯＲＥ,1997,268,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 由良 芳從,329 百万円,
2024-08-01,株式会社アソインターナショナル,その他医療関連,求人なし,,東京都中央区銀座2-11-8第22中央ビル 4Ｆ,1988,267,35.0,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 阿曽 敏正,350 百万円,スタンダード
2024-08-01,セントケア九州株式会社,福祉・介護関連サービス,求人なし,,熊本県熊本市中央区十禅寺1-3-1,2007,267,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 東 善郎,30 百万円,
2024-08-01,小太郎漢方製薬株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市北区中津2-5-23,1952,266,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 一平,510 百万円,
2024-08-01,島根島津株式会社,医療機器メーカー業界,求人なし,,島根県出雲市斐川町直江2698,1997,265,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中辻 龍也,450 百万円,
2024-08-01,株式会社光ハイツ・ヴェラス,福祉・介護関連サービス,求人なし,,北海道札幌市中央区南十九条西11-1-15,1987,264,57.8,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 森 千恵香,686 百万円,地方上場
2024-08-01,東海教育産業株式会社,医療機器卸,求人なし,,神奈川県伊勢原市下糟屋164,1974,257,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 片瀬 敏行,60 百万円,
2024-08-01,株式会社日本動物高度医療センター,病院・大学病院・クリニック,求人なし,,神奈川県川崎市高津区久地2-5-8,2005,256,34.9,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 平尾 秀博,801 百万円,グロース
2024-08-01,株式会社成田デンタル,医療機器卸,無,◆歯科技工物の販売業務◆歯科医療事業所に対してのコンサルティング、経営指導◆新卒採用コンサルティング事業 2023年10月doda掲載求人より引用,千葉県富里市七栄654-76,1983,250,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 堤 大輔,90 百万円,
2024-08-01,ベガファーマ株式会社,調剤薬局・ドラッグストア業界,無,■調剤薬局の運営■調剤薬局のコンサルティング■医院・調剤薬局の開業・開局支援■医療ビル・医療モールの企画開発■アロマ関連事業 2024年6月doda掲載求人より引用,大阪府藤井寺市野中2-123-1,2004,242,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 久野 泰弘,10 百万円,
2024-08-01,株式会社岩崎宏健堂,調剤薬局・ドラッグストア業界,求人なし,,山口県周南市大字徳山字下一ノ井手5636-5,1968,241,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上野山孝誠,30 百万円,
2024-08-01,株式会社パイオラックスメディカルデバイス,医療機器メーカー業界,無,,神奈川県横浜市戸塚区上矢部町2265-3,1999,237,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 由理,490 百万円,
2024-08-01,カイゲンファーマ株式会社,医薬品卸,求人なし,,大阪府大阪市中央区道修町2-5-14,1937,236,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 笠松 尚志,"2,364 百万円",
2024-08-01,株式会社エヌ・エム・アイ,調剤薬局・ドラッグストア業界,求人なし,,新潟県長岡市緑町1-38-283,1991,235,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡本 圭介,30 百万円,
2024-08-01,グラクソ・スミスクライン・コンシューマー・ヘルスケア・ジャパン株式会社,医薬品メーカー業界,無,,東京都港区赤坂1-8-1,2014,235,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野上 麻理,120 百万円,
2024-08-01,チューリップ調剤株式会社,調剤薬局・ドラッグストア業界,求人なし,,富山県富山市新桜町2-21ＭＫＤ．9富山ビル 5Ｆ,1993,231,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 治,453 百万円,
2024-08-01,株式会社ピーシーエルジャパン,その他医療関連,求人なし,,東京都杉並区高円寺南1-34-5,1986,231,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 是安 俊之,20 百万円,
2024-08-01,中山商事株式会社,医薬品卸,求人なし,,茨城県日立市相賀町17-9,1949,229,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 大助,95 百万円,
2024-08-01,ＡＬＳＯＫライフサポート株式会社,福祉・介護関連サービス,無,,大阪府枚方市楠葉花園町14-10京阪くずは駅ビル南館 3Ｆ,2002,229,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 稲村 泰伸,100 百万円,
2024-08-01,株式会社横浜ファーマシー,調剤薬局・ドラッグストア業界,無,,青森県弘前市大字末広2-2-10,1988,228,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大久保 勝之,819 百万円,
2024-08-01,メドトロニックソファモアダネック株式会社,医療機器メーカー業界,求人なし,,東京都港区港南1-2-70品川シーズンテラス,1996,220,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宇佐美 英司,491 百万円,
2024-08-01,シオノギテクノアドバンスリサーチ株式会社,大学・研究施設,求人なし,,大阪府豊中市二葉町3-1-1,2010,220,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 淺木 敏之,9 百万円,
2024-08-01,株式会社岡山医学検査センター,その他医療関連,求人なし,,岡山県倉敷市笹沖468-5,1971,219,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 英夫,49 百万円,
2024-08-01,株式会社ジェイ・オー・ファーマ,医薬品メーカー業界,求人なし,,島根県出雲市下古志町127-1,2003,219,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤本 佳史,"2,000 百万円",
2024-08-01,ビオフェルミン製薬株式会社,医薬品メーカー業界,求人なし,,兵庫県神戸市西区井吹台東町7-3-4,1917,218,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 久乗 俊道,"1,227 百万円",
2024-08-01,株式会社ファーマダイワ,その他医療関連,求人なし,,熊本県熊本市南区流通団地1-56,1986,217,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡山 善郎,100 百万円,
2024-08-01,スペラファーマ株式会社,大学・研究施設,求人なし,,大阪府大阪市淀川区十三本町2-17-85,2017,216,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩城 慶太郎,310 百万円,
2024-08-01,株式会社幸和製作所,医療機器メーカー業界,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 歩行車・歩行補助カート、シルバーカー、手すり、杖、入浴用品、排泄用品、ライフサポート用品等、介護用品・福祉用具 全般の製造および販売 2022年9月doda掲載求人より引用,大阪府堺市堺区海山町3-159-1,1987,213,42.5,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 玉田 秀明,55 百万円,スタンダード
2024-08-01,島津ダイアグノスティクス株式会社,医薬品メーカー業界,求人なし,,東京都台東区上野3-24-6上野フロンティアタワー 20Ｆ,1935,211,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 執行役員 小野 徳哉,490 百万円,
2024-08-01,株式会社ジャパン・ティッシュエンジニアリング,バイオベンチャー業界,求人なし,,愛知県蒲郡市三谷北通6-209-1,1999,211,38.6,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 社長執行役員 畠 賢一郎,"4,958 百万円",グロース
2024-08-01,グリーンホスピタルサプライ株式会社,その他医療関連,無,,大阪府吹田市春日3-20-8,2009,209,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 城守 淳,90 百万円,
2024-08-01,株式会社伏見製薬所,医薬品メーカー業界,求人なし,,香川県丸亀市中津町1676,1951,208,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 伏見 俊毅,100 百万円,
2024-08-01,ジェイドルフ製薬株式会社,医薬品メーカー業界,無,医療用医薬品の製造販売 2023年10月doda掲載求人より引用,滋賀県甲賀市土山町北土山2739-1,1965,203,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 内藤 泰史,40 百万円,
2024-08-01,株式会社ヤマザワ薬品,調剤薬局・ドラッグストア業界,求人なし,,山形県山形市あこや町3-9-3,1990,202,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上畑 日登美,40 百万円,
2024-08-01,エイエムオー・ジャパン株式会社,医薬品メーカー業界,求人なし,,東京都千代田区西神田3-5-2,1985,200,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩重 恵子,100 百万円,
2024-08-01,株式会社アルバース,医療機器卸,無,,東京都中央区日本橋3-9-1日本橋三丁目スクエア 4Ｆ,2001,195,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河野 秀行,10 百万円,
2024-08-01,株式会社マルベリー,福祉・介護関連サービス,無,■介護・福祉用具レンタルおよび販売■住宅改修■介護・福祉サービス事業の運営■事業所内・病院内保育園の運営【ほくやく・竹山ホールディングスグループ】当社は北海道に根ざし、総合的なヘルスケアサービスを提供しているほくやく・竹山ホールディングスグループの一員です。★連結売上高：2619億7900万円（2023年3月期）★連結従業員数：2736名（2023年3月現在） 2023年12月doda掲載求人より引用,北海道札幌市中央区北六条西16-1-5ほくたけビル 7Ｆ,2004,192,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高橋 和則,50 百万円,
2024-08-01,エスメディカル株式会社,医療機器メーカー業界,求人なし,,長野県須坂市大字小河原2014-5,2020,192,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 須田 晃正,80 百万円,
2024-08-01,フクダコーリン株式会社,医療機器卸,無,,東京都文京区本郷2-35-27,2000,190,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 博明,300 百万円,
2024-08-01,株式会社ナミコス,医療機器メーカー業界,求人なし,,大阪府大阪市中央区内平野町2-3-14ライオンズビル大手前 8Ｆ,1942,190,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 芦田 一憲,45 百万円,
2024-08-01,岡山大鵬薬品株式会社,医薬品メーカー業界,求人なし,,岡山県備前市久々井字沖1775-1,1943,188,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 白石 和義,50 百万円,
2024-08-01,東洋製薬化成株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市中央区道修町2-1-5小野薬品工業（株）本店ビル 1Ｆ,1918,185,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷村 利男,21 百万円,
2024-08-01,グンゼメディカル株式会社,医療機器卸,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆形成外科・脳神経外科・口腔外科・呼吸器外科・消化器外科・産婦人科・美容外科・小児外科・心臓血管外科・皮膚科等の関連医療機器の販売◆開業開設に関するコンサルティング 2022年9月doda掲載求人より引用,大阪府大阪市北区堂島2-4-27ＪＲＥ堂島タワー 5Ｆ,1986,182,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 松田 晶二郎,46 百万円,
2024-08-01,株式会社ホスネット・ジャパン,その他医療関連,求人なし,,岡山県岡山市北区今1-3-19,1996,177,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松尾 和憲,71 百万円,
2024-08-01,株式会社レオクラン,医療機器卸,求人なし,,大阪府摂津市千里丘2-4-26,2001,176,37.6,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 杉田 昭吾,540 百万円,スタンダード
2024-08-01,株式会社ミタス,医療機器卸,求人なし,,福井県福井市問屋町4-901,1949,171,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮地 修平,60 百万円,
2024-08-01,株式会社ファルコファーマシーズ,調剤薬局・ドラッグストア業界,求人なし,,京都府京都市左京区聖護院蓮華蔵町44-3,1975,171,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 治,45 百万円,
2024-08-01,バイオ・ラッドラボラトリーズ株式会社,バイオベンチャー業界,求人なし,,東京都品川区東品川2-2-24天王洲セントラルタワー 20Ｆ,1979,170,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 ノーマン・シュワーツ,100 百万円,
2024-08-01,スミスメディカル・ジャパン株式会社,医療機器メーカー業界,求人なし,,東京都港区赤坂7-1-1青山安田ビル 8Ｆ,1969,170,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩田 正喜,404 百万円,
2024-08-01,九州リオン株式会社,医療機器メーカー業界,求人なし,,福岡県福岡市博多区冷泉町5-18,1952,167,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大畠 久美,90 百万円,
2024-08-01,サカセ化学工業株式会社,その他医療関連,求人なし,,福井県福井市下森田町3-5,1962,163,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 酒井 哲夫,96 百万円,
2024-08-01,株式会社マッキャンヘルスケアワールドワイドジャパン,その他医療関連,求人なし,,東京都港区南青山1-1-1新青山ビル東館,1984,163,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 横川 淳二,12 百万円,
2024-08-01,株式会社ミノファーゲン製薬,医薬品メーカー業界,求人なし,,東京都新宿区西新宿3-2-11新宿三井ビルディング二号館 3Ｆ,1997,162,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宇都宮 徳一郎,30 百万円,
2024-08-01,株式会社中外医科学研究所,医薬品メーカー業界,求人なし,,神奈川県横浜市戸塚区戸塚町216,1972,161,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺社下 浩一,100 百万円,
2024-08-01,イワキ株式会社,医薬品卸,求人なし,,東京都中央区日本橋本町4-8-2,2020,161,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 門倉 稔,300 百万円,
2024-08-01,株式会社よどや,調剤薬局・ドラッグストア業界,求人なし,,高知県高知市高須1-5-30,1981,157,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 文則,50 百万円,
2024-08-01,カールツァイス株式会社,医療機器メーカー業界,求人なし,,東京都千代田区麹町2-10-9住友不動産麹町ビル4号館,1961,150,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 シュテファン・サクレ,494 百万円,
2024-08-01,ニューベイシブジャパン株式会社,医療機器メーカー業界,求人なし,,東京都中央区銀座7-14-13日土地銀座ビル,2009,150,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 孝明,50 百万円,
2024-08-01,セコムフォートウエスト株式会社,福祉・介護関連サービス,求人なし,,兵庫県神戸市灘区篠原北町3-11-14,2005,148,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三宅 雄二,100 百万円,
2024-08-01,株式会社日本介護センター,福祉・介護関連サービス,求人なし,,東京都目黒区青葉台3-1-19,1996,146,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 河津 浩安,30 百万円,
2024-08-01,株式会社ＪＩＭＲＯ,医療機器メーカー業界,求人なし,,群馬県高崎市西横手町351-1,1977,142,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮川 仁,100 百万円,
2024-08-01,株式会社パイン,福祉・介護関連サービス,無,,福岡県福岡市東区和白丘2-11-17,2008,139,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松尾 剛,40 百万円,
2024-08-01,レオファーマ株式会社,医薬品メーカー業界,求人なし,,東京都千代田区神田神保町1-105神保町三井ビルディング 9Ｆ,2010,139,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 クリス・シスネロス,10 百万円,
2024-08-01,株式会社トクホン,医薬品メーカー業界,求人なし,,東京都豊島区高田3-26-3,1948,138,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 功,300 百万円,
2024-08-01,株式会社ライフケア,福祉・介護関連サービス,求人なし,,岡山県岡山市北区野田3-20-28,1985,138,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山下 常男,50 百万円,
2024-08-01,株式会社ホームケアサービス山口,福祉・介護関連サービス,求人なし,,山口県下関市長府才川1-35-21,1986,135,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡添 兆平,77 百万円,
2024-08-01,カールツァイスメディテック株式会社,医療機器卸,求人なし,,東京都千代田区麹町2-10-9,1991,135,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 シュテファン・サクレ,50 百万円,
2024-08-01,介護ジャパン株式会社,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■介護保険法に基づく居宅サービス事業■介護予防・日常生活支援総合事業 2022年2月doda掲載求人より引用,東京都千代田区岩本町2-11-9イトーピア橋本ビル 2Ｆ,2007,135,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉元 幸次郎,45 百万円,
2024-08-01,株式会社エーアイピー,医薬品卸,求人なし,,福岡県福岡市西区姪浜駅南3-16-22,1991,134,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 赤塚 健作,10 百万円,
2024-08-01,大和薬品工業株式会社,医薬品メーカー業界,求人なし,,富山県富山市下奥井2-3-5,1956,134,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 城戸 清隆,98 百万円,
2024-08-01,ビオメリュー・ジャパン株式会社,医療機器メーカー業界,求人なし,,東京都港区赤坂2-17-7赤坂溜池タワー 2Ｆ,1988,130,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 賢太郎,480 百万円,
2024-08-01,シオノギヘルスケア株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市中央区北浜2-6-18淀屋橋スクエア 7Ｆ,2016,130,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉本 悟,10 百万円,
2024-08-01,セコムフォート株式会社,福祉・介護関連サービス,求人なし,,神奈川県横浜市青葉区あざみ野1-23-6,1978,129,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 奥田 真弘,100 百万円,
2024-08-01,浪華ゴム工業株式会社,医療機器メーカー業界,求人なし,,奈良県大和高田市曽大根2-6-1,1948,126,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 井上 栄治,45 百万円,
2024-08-01,株式会社龍角散,医薬品メーカー業界,無,,東京都千代田区東神田2-5-12龍角散ビル,1928,121,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤井 隆太,60 百万円,
2024-08-01,株式会社豊通オールライフ,福祉・介護関連サービス,無,,愛知県名古屋市中村区名駅4-11-27シンフォニー豊田ビル 12Ｆ,1974,121,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 亀井 健男,49 百万円,
2024-08-01,ＡＬＳＯＫあんしんケアサポート株式会社,その他医療関連,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■緊急通報サービス■ヘルスケアサービス└健康相談サービス（医療・福祉分野の行政窓口代行や、時間外対応など）└特定保健指導・セミナーサービスなど■カスタマーサポートサービス└コールセンターの運営など★保健医療福祉分野のプライバシーマーク認証取得★東京消防庁認定事業者（救急代理通報）認定取得 2022年10月doda掲載求人より引用,東京都大田区山王1-3-5ＮＴＴデータ大森山王ビル 6Ｆ,1987,118,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 輝夫,100 百万円,
2024-08-01,物産アニマルヘルス株式会社,医薬品メーカー業界,求人なし,,大阪府大阪市中央区本町2-5-7メットライフ本町スクエア 10Ｆ,2010,117,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高田 和浩,200 百万円,
2024-08-01,クリナップキャリアサービス株式会社,福祉・介護関連サービス,求人なし,,福島県いわき市四倉町細谷字江向6,1997,116,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 先崎 斎,100 百万円,
2024-08-01,株式会社カンケイ舎,福祉・介護関連サービス,求人なし,,東京都中央区東日本橋2-8-5東日本橋グリーンビルアネックス 7Ｆ,2021,116,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上野 泰彦,10 百万円,
2024-08-01,ＣＴＣひなり株式会社,その他医療関連,求人なし,,東京都港区虎ノ門4-1-1神谷町トラストタワー,2010,115,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 芝 美和子,30 百万円,
