更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-05-01,群立機器株式会社,その他,3,■事業内容：廃水浄化処理施設の設計・施工・メンテナンス、車輌消毒装置（ステンダーアーチ）設置、脱臭装置の設計・施工・管理、畜舎内の噴霧装置の設計・施工,群馬県前橋市下増田町753-6,1981,,20,10百万円,,http://www.gunritsu.jp/,
2024-08-01,石垣電材株式会社,その他,2,■事業内容：電設資材、照明器具、空調機器、OA機器及び家電・情報機器等の販売FA・HAシステムのエンジニアリング,北海道札幌市中央区北六条西13-1,1958,,217,90百万円,41.0,http://www.ishigakidenzai.co.jp/,
2024-05-01,飯山陸送株式会社,その他,1,■事業概要：・産業廃棄物処理事業（売上の50％ほど）・とび・土木工事業（35％）・砂利採取業（10％）・重機リース業（5％）,長野県飯山市大字静間280-1,1953,,110,40百万円,,https://katsuyama-g.jp/group/iiyamarikusou.html,
2024-08-01,大久保設備工業株式会社,その他,3,■事業内容： 総合設備業・管工事業 ・空調設備 ・給排水設備 ・衛星設備 など,福岡県北九州市小倉北区赤坂海岸7-7,1969,,60,39百万円,,https://www.ohkubo.co.jp/,
2024-06-01,小原井産業株式会社,その他,1,【事業内容】福岡県北九州市を中心に「モスバーガー」12店舗、「銀のさら」1店舗、「コメダ珈琲店」1店舗を運営しています。「一人はみんなの為に みんなは一人の為に 一生懸命努力しよう」「お客様を大切にしよう・仲間を大切にしよう・お店を大切にしよう・仕事を大切にしよう・夢と目標を大切にしよう」を経営方針に掲げ、素直・謙虚・勇気・信念を大切にし、一生懸命働く事の尊さ・人の為に働く事の喜び・目標を達成する喜びを感じられる集団の育成を目指しています。,福岡県北九州市八幡西区本城3-17-5,,,,,,https://www.big-advance.site/s/160/1566,
2024-07-01,伊那バス株式会社,その他,2,■事業内容：高速バス・路線バス・貸切バス運行・OA機器販売,長野県伊那市西町5208,1919,,164,100百万円,,https://www.ibgr.jp/,
2024-07-01,株式会社サッコウケン,その他,1,建築基準法における建築物の確認検査業務、適合証明業務、住宅性能評価業務／建築物、工作物に関する調査・診断・検査・鑑定業務／耐震調査及び耐震診断業務,本社／北海道札幌市中央区南1条東2丁目6 大通バスセンタービル2号館9F,1974,,71,"1,500万円",45.6,https://www.sako-ken.co.jp,代表取締役社長 兼平 久
2024-07-01,株式会社六協,その他,1,■事業内容：・土木、建築工事の設計、施工、管理・給排水衛生空調設備工事の設計及び施工・舗装工事・下水道工事設計施工・電気設備工事の設計及び施工・産業廃棄物収集運搬及び処理業・再生骨材の販売業・不動産売買、賃貸及びその仲介※建設業の種類…土木一式工事、建築一式工事、大工工事、とび・土工工事、電気工事、管工事、鋼構造物工事、舗装工事、防水工事、内装仕上工事、水道施設工事、塗装工事、解体工事■事業の特徴：（1）建築工事…新築工事から増築・改造など長年の経験ときめ細かな技術力を基に、時代のニーズに即した最新技術を積み重ね、心を込めて工事を行っています。他,長野県諏訪郡下諏訪町5259,1968,,40,43百万円,,http://www.rokkyo.co.jp/,
2024-06-01,杉浦紙工株式会社,その他,2,当社は段ボール製品や化粧品や食品、雑貨等の紙箱など包装資材を製造している会社です。「箱」という字の成り立ちのようにお客様と向かい合い、パッケージングという分野でお客様の近くで共に歩んで行きたいと願っています。当社は若い従業員が多く、和気あいあいとした雰囲気で働きやすい職場です。,群馬県高崎市島野町890-5,1969,,45,10百万円,40.0,https://www.sugiurashikou.co.jp,
2024-06-01,三共リース株式会社,その他,6,■事業内容：土木建設機械・車両、高所作業車、基礎工事・舗装機械、仮設ハウス等のレンタル■特徴：当社は1965年創業の岡山県に本社を持つ、建設機械レンタル会社で、地場の多くの建設会社と関係性を構築しています。中四国で第１位のリース機保有高及び売上高を誇り、岡山県内18箇所、広島県内16箇所、山口県に2箇所の山陽道沿を中心に３６拠点２４サービス工場を持っています。,岡山県岡山市北区青江4-5-15,1965,,320,100百万円,,https://www.sankyolease.co.jp/,
2024-08-01,株式会社石竹,その他,1,■事業内容： 青果、果実及びそれらの加工品の卸売り。それらに付帯する加工、配送業務。,埼玉県さいたま市桜区桜田3-3-1,1969,,63,30百万円,41.0,http://www.ishitake.co.jp/,
2024-08-01,長良電業株式会社,その他,3,■事業内容： ・電気設備工事の設計施工・空調、給排水設備工事の設計施工・太陽光発電設備の設計施工,岐阜県大垣市島町146-3,1977,,37,20百万円,,http://nagaradengyou.jp/,
2024-06-01,高山電気工事株式会社,その他,1,■事業内容：電気工事業・電気通信工事業・消防施設工事業■事業詳細：一般電気設備工事（公共施設・工場・事務所・店舗・住宅等）、道路照明設備工事（トンネル・駐車場・グラウンド等）高圧受変電設備工事、非常用発電設備工事、太陽光発電・情報通信設備・消防設備工事、以上の設計・施工,岐阜県高山市冬頭町90-1,1958,,25,32百万円,,なし,
2024-07-01,株式会社桑田商店,その他,1,【株式会社桑田商店について】 当社は1980年(昭和55年)9月に設立し岡山県倉敷市にて、金属屑を中心とした金属リサイクル業を営んでいます。1952年(昭和27年3月）、広島県福山市にて創業し70年以上の老舗企業であります。主な事業内容としては、（１）製鉄所の発生地金の加工処理。（２）製鉄所や工場から発生するスクラップ、建物や使用済みの機械から発生する金属屑を、大手製鋼メーカーの規格に合わせた製鋼原料として加工処理を行っています。金属リサイクル業を通じて、エコアクション２１の認証を受け環境経営に取り組み、リサイクルを通じて自然環境保護に貢献しております！,岡山県倉敷市南畝5-10-30,1980,,35,10百万円,49.8,なし,
2024-07-01,株式会社キャディッシュ,その他,2,■事業内容： ・インターネット宿泊予約システム「予約番」の開発・販売・保守・ホームページの企画・制作・保守・ホテル・旅館向け自社アプリ作成サービス「予約番アプリ」の制作・販売・保守・旅館ホテル売上アップコンサルティング・PC、ハードウェアおよびソフトウェアの販売・ソフトウェアの開発・企業内ネットワークシステム構築・サポート,岐阜県高山市赤保木町1169-7,1994,,41,20百万円,35.0,https://www.cadish.co.jp/,
2024-07-01,株式会社小林茂商店,その他,2,■会社概要昭和43年に創業以来、47年の長きにわたって産業廃棄物の回収と鉄スクラップなどの買取などのリサイクル事業を行っています。■事業内容・産業廃棄物全般 ・特別管理産業廃棄物全般 ・各種リサイクル品取り扱い・スクラップ関連・ろ材交換・設備解体工事・建設業（とび・土工）,埼玉県熊谷市今井1106,1988,,17,10百万円,,https://www.kobasyo.net/,
2024-07-01,安良田産業株式会社,その他,4,■事業内容／取り扱い品目： ・各種ガス（酸素、溶解アセチレン、窒素、炭酸ガス、フルオロカーボン、アルゴン）・各種標準ガス（水素、各種混合ガス、ヘリウム液化、アンモニア、各種医療用ガス）・LPガス（家庭用、業務用、工業用）・産業用機器（溶接機、溶接材料、電動・空圧・油圧工具、工作機械、切削工具）・空調機器（家庭用、工場工業用）・メンテナンス（各種配管工事、プラント工事、床面塗装工事）,岡山県備前市伊部2235-1,1987,,16,10百万円,,https://www.arata-sangyo.com/,
2024-06-01,静岡給食協同組合,特殊法人・財団法人・その他団体・連合会,1,■事業内容： 当社は昭和38年9月に商工会議所が中心となり、中小企業で働く皆様の事業所弁当を提供する目的で設立。『食の安全』を第一に、当組合は平成18年3月に念願でありましたHACCP高度化基準認定工場を完成させました。安心・安全を第一に、美味しいお弁当づくりに専念いたします。【営業品目】日替り弁当、幼稚園弁当、仕出し弁当、各施設などの業務受託、食品の受託加工製造、冷凍事業■ビジョン： 平成18年3月に念願でありましたHACCP高度化基準認定工場を完成させたことで、更なる成長を遂げている最中です。,静岡県静岡市駿河区北丸子1-19-20,1963,,304,83百万円,,http://sq-lanch.com,
2024-07-01,空知興産株式会社,その他,7,■事業内容：・管内TVカメラ調査、管路内面補修工事・産業廃棄物収集運搬／産業廃棄物処理（中間処理、最終処分）／特別管理産業廃棄物収集運搬・一般廃棄物収集運搬（伐木、抜根、木くずなど）／一般廃棄物処理（伐木、抜根、木くずなどの中間処理）・一般土木工事、建物解体工事／工事排水の汚泥、汚水処理、河川浚渫／道路維持清掃・吸引、高圧洗浄清掃／除排雪／一般貨物自動車運送事業,北海道滝川市東町1-1-9,1956,,113,50百万円,,http://www.sorachiweb.jp/,
2024-05-01,医療法人恵会,特殊法人・財団法人・その他団体・連合会,2,■事業内容： 長崎市にある「光風台病院」は150床を有するケアミックス病院です。一般病棟は46床で内科の患者様が中心となっており、その他、障害者54床・療養50床を持ち亜急性期～慢性期の患者様の治療を中心に行っております。当法人では光風台病院を母体に、訪問看護やサ高住・通所リハを運営し、地域の患者様の総合的な医療・福祉に貢献しております。■診療科目：内科 外科 整形外科 泌尿器科 皮膚科 リハビリテーション科 放射線科 歯科■病床数：一般：46床障害者：54床療養：50床■外来患者数：50人/日■看護基準：一般：15対1障害者：13対1療養：25対1,長崎県長崎市鳴見台2-45-20,1988,,226,,,なし,
2024-08-01,株式会社岩田商店,警備・清掃,求人なし,,静岡県浜松市中央区海老塚町853,1948,,,10 百万円,,"Failed to retrieve page, status code: 410",代表取締役 岩田 政行
2024-08-01,オーム電機株式会社,その他,2,■事業内容：・FAシステムの開発／設計／製作・各種配線パーツ、冷却機器、環境機器の開発／製造／販売・電気設備工事,静岡県浜松市浜名区細江町中川7000-21,1961,,136,98百万円,,https://www.ohm.jp/,
2024-05-01,有限会社富張製作所,その他,1,・社会インフラであるエレベータの利用者の安全、安心、便利な毎日を支えるモノづりの会社（機械板金加工）です。・創業60年以上の歴史があり、大手エレベータメーカーとの長年の取引関係から経営基盤が安定しています。・長時間の残業は少なく、基本的に土日祝が休みの完全週休2日制です。・個人の成長を大切にする教育方針で「手に職」をつけられます。職業訓練法人アマダスクールの1ヶ月集中スクールや外部の研修を積極的に活用しています。・弊社が掲げるミッション『あたりまえから、ありがたしまで』真っ直ぐ挑戦,埼玉県草加市谷塚上町216,1957,,11,5百万円,40.0,https://tomihari.jp/,
2024-07-01,森山ディーゼル株式会社,その他,17,■事業内容・大型自動車、特殊車両から軽自動車まであらゆる車柄の一般整備、定期点検、車検整備、飯金、塗装・風力発電機による売電事業・風力発電設備のメンテナンス事業,青森県青森市新田3-11-1,1988,,100,20百万円,,http://www.moriyama-d.jp/,
2024-06-01,友鉄工業株式会社,その他,1,■事業内容： 鋳鉄品の製造（・日本工業規格表示認定工場 認証番号QA0608002 ／・日本下水道協会下水道用資器材製造認定工場認定番号 第113402号）,広島県広島市安佐北区安佐町飯室6151-1,1959,,93,44百万円,,http://www.tomotetu.co.jp/,
2024-07-01,株式会社日本シェーバー,その他,2,■事業内容：養鶏機器、包装事業、不動産賃貸■同社の特徴：高集約飼育に対応可能なケージシステムのご紹介が可能です。同社の特約店であるイタリア・テクノ社のケージシステムは、スペース効率の高さと、養鶏を知り尽くした作業の効率性から高い評価をいただいています。そして、雛や鶏の健康管理、衛生管理の容易性といった安全面からも、皆様から高い信頼をいただいています。日本の養鶏場の皆様に最適なシステムをご提案しています。■施設及び拠点：・袋井農場、宇刈育すう場、勝田育すう場、焼津事業所,静岡県焼津市吉津622,1964,,22,90百万円,,http://www.japanshaver.co.jp/index.html,
2024-08-01,呉マリーン有限会社,その他,1,■事業内容：モーターボート・ヨット販売修理業、モーターボート・ヨット保管業・当社は1972年3月に創業／設立した企業であり、業歴50年を超える企業として長年呉市内での事業活動を行っております。・船舶の販売／修理を主な業務としており、地元企業様からの受注や省庁からの修理依頼を受けるなど比較的安定して業務を継続できております。また、船舶や水上オートバイのオーナー様から保管業務を受託しており、多くの船舶等をお預かりさせていただいております。,広島県呉市警固屋9-6-3,1972,,7,3百万円,,なし,
2024-06-01,株式会社森田設備,その他,1,■事業内容： 水道設備、衛生設備工事※熊本市内の公共工事のみを対応しています。,熊本県熊本市北区山室6-9-28,1973,,5,45百万円,,なし,
2024-07-01,株式会社駿河サービス工業,その他,1,■事業内容： ・一般及び産業廃棄物収集運搬及び処分業・建物解体業・不動産賃貸業,静岡県御殿場市保土沢231-1,1983,,77,30百万円,,https://suruga-service.jp/,
2024-06-01,株式会社プローバホールディングス,その他,1,■事業内容： パチンコ事業ゲーム・ボウリング事業人財開発事業保険事業ベジモ事業ウェルネス事業ベーカリー・飲食事業FC事業,広島県広島市安佐南区相田1-1-33,1976,,124,,,https://www.provanet.co.jp/index.html,
2024-06-01,株式会社星川産業,その他,1,■事業内容：主にトレー容器及び食料品の配達、その他配送業務,広島県福山市曙町4-4-16,1975,,160,10百万円,,http://www.hoshikawa.co.jp/,
2024-07-01,株式会社東洋,その他,1,■会社情報：ギネス記録を誇る台数を設置したクレーンゲーム専門店を運営するクレーンゲーム事業と、ブランド品・ジュエリー貴金属などの買取販売専門店の運営や、海外や日本全国に出展を行っているリユース宝石部門の運営を行うリユース事業を行っております。,埼玉県北本市中丸9-211,1983,,110,,,http://ev-toyo.com/,
2024-05-01,医療法人社団聖和会,特殊法人・財団法人・その他団体・連合会,1,■診療科目：内科 糖尿病・代謝内科 循環器科 人工透析内科 胃腸科生活習慣病の治療生活習慣病とは、高血圧症、高脂血症、糖尿病・痛風・メタボリックシンドロームといった生活習慣や体質によって起こる慢性疾患のことをいいます。内視鏡検査(胃・十二指腸、大腸）胃カメラは平日・土曜日の午前、大腸カメラは平日（午前中に前処置、午後に検査：土曜日は応相談）に行っています。■血液透析,熊本県菊池郡大津町大字室字東迫尻539-10,1993,,39,30百万円,,https://www.miyamotonaika.com/,
2024-07-01,東武商事株式会社,その他,10,■事業内容： （１）廃棄物収集運搬事業 （２）廃棄物リサイクル化事業（中間処理） （３）エンジンオイルを始め廃油と呼ばれる使用済み油の回収事業 （４）上記油の再生及び販売事業 （５）各種水処理施設の清掃事業 （６）浚渫作業・土木一式■事業内容補足：・2013年北関東最大級の焼却型リサイクル施設、2019年関東最大級の 水処理型リサイクル施設を稼働、現在は、７つのリサイクル施設と 約１００台の回収専用車両を保有し、安定成長中,埼玉県北葛飾郡松伏町ゆめみ野東4-4-4,1983,,241,48百万円,,http://www.tobu-s.co.jp/index.html,
2024-05-01,有限会社和田自動車鈑金塗装,その他,1,■事業内容：当社は、自動車板金塗装を中心に、車検、整備、修理、調整、事故車対応などの事業を展開しています。【板金塗装】当社では、丁寧な作業を行っております。ミリ単位のボディ修正技術とこだわりの設備で大切なお車を完全修復します。■ビジョン：お客様が当社を選んでよかった。そう思えるように完全修復を目指しています。中には、半年以上かかって作業を行うこともありますが、お車を引き渡したときには、お客様が心から喜んでいただけるように修復をし、長くお客様から支持される企業であることを目指しています。,広島県呉市川尻町小仁方1-25-3,1991,,5,3百万円,,なし,
2024-06-01,株式会社ストロベリーメディアアーツ,その他,3,■事業内容：・各種イベントの企画、演出、運営・LEDディスプレイ（LEDビジョン）などの販売・映像／音響／照明機器のレンタル、映像／音響オペレーター派遣・映像／音響機器等の販売、映像／音響機器の常設及び仮設工事・電気工事業、メンテナンス、PV、CM、イベント等の撮影、映像制作・ホームページ制作、ミュージック制作※営業許可登録…特定建設業許可 ／ 山口県知事許可（特-29）第21998号 電気工事業※加盟協会および資格…日本映像機器レンタル協会、テレビ日本美術家協会会員（事務局）、イベント業務管理者、1級電気工事施工管理技士、第1級陸上無線技術士,山口県下関市一の宮町3-11-4,1984,,50,20百万円,,https://www.smacom.jp/,
2024-05-01,新政酒造株式会社,その他,1,■事業内容：当社は1852年の創業以来、伝統に深く根ざした酒造りを守り続けています。当蔵の誇りは90年以上前に自社で発見された古い清酒用酵母「きょうかい６号」を使った純米造りにあり、また江戸時代に確立された無添加の「生もと」製法も採用しています。48本の木桶を所有し、全ての酒をこれらの桶で醸すことも私たちの大きな誇りの一つです。さらに、秋田市の外れにある鵜養地区では、30町歩以上の圃場で無農薬栽培を推進しています。新政酒造は日本の伝統発酵文化を守り、育て、次の世代に継承していくことに尽力しています。,秋田県秋田市大町6-2-35,1953,,42,15百万円,33.0,http://www.aramasa.jp/,
2024-06-01,株式会社分析センター,その他,4,1967年創業の老舗化学分析会社です。環境分析、材料分析を中心に発展してきましたが、1990年代より法科学分析という分野でお引き合いをいただくようになり、現在はその3事業を柱として経営しています。総合化学分析企業として、あらゆる会社様のニーズにお答えできる会社を目指しています。本年より、環境・材料・法科学の3本柱をそれぞれ事業部として確立させ、各事業分野での強みをより活かせる組織体制としました。そのことから各事業部で人員拡充が必要となり、募集に至ったという背景です。,東京都台東区雷門2‐4‐9明祐ビル 2F,1967,,52,50百万円,44.5,https://www.analysis.co.jp/,
2024-08-01,株式会社キッズコーポレーション,その他,8,■事業内容：（1）病院内保育園の運営受託（2）企業内保育園の運営受託（3）認可保育園・小規模認可保育園の運営（4）商業施設内保育の運営受託（5）海外事業,栃木県宇都宮市南大通り2-6-1KIDS 1ST BLD,1995,,2838,10百万円,36.4,http://www.kids-21.co.jp/,
2024-07-01,光陽エンジニアリング株式会社,その他,3,■事業内容：・電設事業（屋内外電気設備全般、電気通信設備、光ファイバー工事の施工・管理など）／電力事業（架空送電線建設や屋外電気通信設備の設計・施工・管理など）・建築事業（各種塗装工事、建築リニューアル工事、環境低負型値塗料の開発及び販売など）／光触媒（光触媒防汚コーテイング技術の開発と施工及び施工管理、光触媒防錆塗料の開発など）・情報通信事業（映像／音響工事、放送設備工事、関連機器販売、防災／防犯工事など）,栃木県宇都宮市宝木町2-880,1961,,150,90百万円,38.8,http://www.koyonet.com/,
2024-07-01,小篠酸素株式会社,その他,1,■会社概要・小篠酸素株式会社は栃木県にある産業・医療ガス、プロパンガス、機械工具の販売会社です。■事業内容・高圧ガス（産業ガス・医療ガス）／プロパンガス／燃料店／ガス工業／酸素／溶接溶断材料／機械工具／ドライアイス等,栃木県宇都宮市川田町796-2,1965,,11,20百万円,,なし,
2024-07-01,株式会社山本組,その他,2,■事業内容： １、建築・土木事業…国・県・市・各種団体及び民間発注の建設工事の施工、監理２、アグリ事業…地域特性を活かしたアグリビジネス、窪畑ファームでのITを駆使したハウス栽培、ファーマーズ・マルシェでの店舗販売３、一般住宅の設計・施工事業（住宅ブランド名「サンテ・ホーム」）…高品質無垢,山形県鶴岡市下川字東海林場358-67,1960,,33,30百万円,43.0,https://yamamotogumi.biz,
2024-08-01,ロイヤルネットワーク株式会社,その他,8,■事業内容： ・ホームクリーニング・リネンサプライ・ふとん丸洗い・和服クリーニング／じゅうたんクリーニング／毛皮・革製品クリーニング■同社の特徴/強み/方針： ・日本最大級のクリーニングチェーン「うさちゃんクリーニング」をはじめリネンサプライ事業を展開。東日本を中心に510か所に店舗・54箇所に工場を持ち「スタッフは資本」というスローガンの基に人的資本経営戦略を強く推進する企業。・変化する課題・要望に対して、新しいサービスの提案を積み重ねていくことで、同業他社との差別化を図っていきます・今までのビジネスモデルに執着することなく、新しい時代における成長戦略に挑戦していきます,山形県酒田市浜田1-7-20,1981,,2304,48百万円,,https://www.usachan.co.jp/,
2024-06-01,一般社団法人中央酪農会議,特殊法人・財団法人・その他団体・連合会,1,■事業内容： ・指定生乳生産者団体の行う生乳受託販売に関する指導、あっせん等・生乳の需給の安定及び国内生乳生産基盤の強化に関する事項・生乳の需要の拡大に関する事項・酪農業及び牛乳、乳製品に関する国民への理解促進に関する事項・生乳の品質の改善及び安全安心の確保に関する事項・前各号の事業に関する資料、情報の収集及び提供に関する事項・その他、この法人の目的を達成するために必要な事項,東京都千代田区鍛冶町2-6-1堀内ビルディング4F,1962,,22,,,https://www.dairy.co.jp/index.html,
2024-07-01,株式会社アサヒ建築設計事務所,その他,1,■事業内容： 建築企画・設計・監理■同社の特徴：創業30年以上にわたり、築いてきた顧客との信頼関係があるため、自身のアイディアを提案できる環境です。顧客にも同社の提案力が評価されており、継続した依頼を受けています。また、新築のほかに改修も行っているため、今後も安定的な依頼が見込めています。これまで築き上げてきた「信頼」に加え、今後も組織の柔軟さを活かし成長を遂げていきたいと考えています。,宮城県仙台市太白区長町3-4-16キャピタルプラザ長町オダシマビル2F,1986,,8,10百万円,40.0,http://www.asahi-ksj.co.jp/,
2024-08-01,株式会社三和技術コンサルタント,その他,3,■事業内容：測量、土木設計、建築設計、補償コンサルタント業務、電気通信■事業部門：（1）測量・調査部門…基準点測量、水準測量、河川測量、道路測量、空港測量、流量観測等（2）土木設計部門…河川・砂防、道路、下水道、都市計画、農業土木等の設計（3）建築設計部門…建築設計、耐震診断等（4）用地補償部門・土地調査部門…土地及び境界等について調査し、用地取得等に必要な資料及び図面を作成する。・土地評価部門…各画地の評価格算定、残地補償算定・物件部門…高層ビル・大規模工場の補償、神社仏閣・養豚場・味噌醤油醸造場等の補償、区分所有権のあるマンション等の補償 他,山形県村山市楯岡二日町7-21,1959,,68,21百万円,,http://www.sanwa-consul.co.jp/,
2024-06-01,株式会社ケディカ,その他,3,■事業内容：各種表面処理加工■業種別加工例：・自動車関連…エンジン部品／ステアリング、サスペンション部品／アクスル、ブレーキ、車両ダイナミック制御部品／車体、外装部品／電装部品・電気、電子関連…電気、電子回路部品／電波通信部品／電気工事部品・機械、器具関連,宮城県仙台市泉区明通3-20,1946,,157,98百万円,,http://www.kedc.co.jp/index.html,
2024-06-01,株式会社富士屋硝子店,その他,3,■会社概要：1974年創業、栃木県小山市に本社を置き、くるまのガラス専門店として快適なカーライフのお役にたてる製品のご提案と皆様に安心と安全を提供しております。■事業内容：・ガラス（自動車、建設機械、産業車輌、船舶、特殊）の取付施工・販売・カーフィルム施工、ガラスリペア、オートガード（ガラス盗難対策）、撥水加工,栃木県小山市神鳥谷210-1,1974,,65,30百万円,36.1,https://www.fujiyaglas.co.jp/,
2024-06-01,成光興産株式会社,その他,1,■事業内容： 変速機、減速機、モータの保守、点検修理サービス及び販売産業機械、付属品の修理及び販売当社は住友重機械工業PTC事業正規サービス店ですので、住友製品を幅広く扱うことができます。,栃木県小山市大字粟宮1061-1,2015,,23,10百万円,,https://seikou-kousan.com/,
2024-08-01,株式会社那須環境技術センター,その他,2,■事業内容： 当社は「省エネルギー対策」「水処理」「環境調査・測定・分析」「ビル管理」の4つの事業を中心に業務を行っております。,栃木県那須塩原市青木22-152,1972,,217,40百万円,53.7,http://www.nasukan.co.jp,
2024-08-01,ランドワーク株式会社（旧松島産業株式会社）,その他,4,■事業内容：・大理石、御影石の輸入、加工、施工、販売（建築石材部門ストーンライフ事業部）・墓石のショールーム「まつしまメモリーランド」の展開,宮城県宮城郡松島町松島小梨屋2-14,1965,,120,50百万円,42.0,https://www.landwork-holding.co.jp,
2024-06-01,長山工業株式会社,その他,2,1952年（昭和27年）の創業以来、常陸大宮市（旧御前山村地域）で地域インフラ（主に道路、河川）における新設工事や維持工事、更には災害時の復旧工事などを行っております。東日本大震災時や令和元年の台風19号発生時には、緊急復旧工事を行い、地域の安全を守る一端を担って参りました。近年多発している自然災害に強くなるためには、インフラの整備・強化が必要です。弊社は、地元に密着した施工を心掛け、地域に寄与できるよう取り組んでいます。■事業内容： 土木工事、舗装工事、建築工事■私たちの品質方針当社の一員としての自覚と責任と誇りを持ち発注者のニーズに応えるべき品質を提供する,茨城県常陸大宮市門井145-6,1952,,33,20百万円,49.0,なし,
2024-05-01,株式会社友部自動車学校,その他,1,"■事業内容： 自動車教習所の運営■当社について：友部自動車学校は茨城県の中心に位置し、上野駅発常磐線特急列車で約７０分の友部駅から送迎バスで約１０分。総敷地面積30,000平方メートル。日本有数の施設を誇る自動車学校です。技能教習は四輪，二輪それぞれの専用コースで教習をおこない、その敷地内は植樹で飾られ、季節感豊かなコースとしても高い評価を受けています。綺麗な教習、宿泊施設と相まって、アットホームな雰囲気の教習所として教習生から親しまれています。",茨城県笠間市旭町304-3,1978,,65,82百万円,,http://tomobe-ds.com/,
2024-08-01,ナイスユニテック株式会社,その他,2,■事業内容：住宅事業、建築資材事業、木材資材事業の三本柱で行っています。東証一部上場のすてきナイスグループに属しています。マンション内装工事業から木造ゼネコンへと事業拡大をしています。人や環境に優しい木造建築とパワービルド工法による高い安全性を確保しています。木造による建築物は住宅だけでなく、保育園や老人ホームまで手掛けています。・システムキッチン・ユニットバス・洗面化粧台工事・家具・木製建具・床工事・木工事・造作工事・内装工事・エアコン空調工事・インテリア販売・モデルルームコーディネート・木造戸建住宅施工・住宅資材販売,京都府京都市南区上鳥羽大柳町41,1992,,17,300百万円,45.0,http://www.nice-unitec.jp/,
2024-07-01,株式会社築館クリーンセンター,その他,1,■産業廃棄物中間処理業■産業廃棄物収集運搬業■特別管理産業廃棄物中間処理業■一般廃棄物中間処理業■産業廃棄物再生品の販売■古物商,宮城県栗原市築館字上高森49-5,1992,,64,500万円,41.0,https://www.t-c-c.jp/,代表取締役 柏木 裕
2024-08-01,池田内燃機工業株式会社,その他,1,■建設機械整備及び販売■建設機械用アタッチメント製造及び販売■建設機械中古車買取及び販売,神奈川県横浜市鶴見区鶴見中央2-8-22,1947,,19,"2,000万円",52.0,https://www.iew.co.jp/,代表取締役社長 池田 進
2024-08-01,株式会社石綿商店,その他,1,横浜市・川崎市一般廃棄物処理業 神奈川県産業廃棄物収集運搬業,神奈川県横浜市鶴見区浜町1-7-5,,,,"64,000万円",,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010879073/: 'NoneType' object has no attribute 'get',代表取締役 石綿 宏一郎
2024-07-01,株式会社野口食品,その他,1,■事業内容： 野口食品は、昭和2年に創業し、97年の歴史を持つ老舗食品商社です。大手食品メーカーをはじめ、約300社と2万アイテム以上の商品を取り扱っており、お客様に最適な商品を提案しています。東京、神奈川、千葉の関東エリアでサービスを展開しています。飲食店はもちろん、学校、保育園、病院、官公庁などにも商品を提供しています。ランチやディナー、給食、病院食など、生活に欠かせない「食」を通じて多くの消費者の方々に喜びを届けています。,神奈川県横浜市鶴見区大黒町9-4,1949,,120,40百万円,,https://www.noguchi-foods.co.jp/,
2024-07-01,横浜食肉市場株式会社,その他,1,昭和34年創業以来、横浜市内の小売店及び食肉市場内の仲卸業者を中心に、せりによる卸売り販売を行い、横浜市民に安全・安心な食肉の安定供給を図っている。,神奈川県横浜市鶴見区大黒町3-53,,,41,"1億4,000万円",,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010707522/: 'NoneType' object has no attribute 'get',代表取締役 山口 義行
2024-08-01,横浜エンジニアリング株式会社,その他,1,衛星構体及び搭載用機器、情報通信システムを構成する通信機器の構造設計が主要業務衛星の製造に関する生産技術業務で試験用、組立用治工具の設計や生産工程設定業務等を得意先構内の当社事務所で実施衛星システム環境試験用のダミー機器を設計、製造委託先に発注し得意先に製品として納入,神奈川県横浜市神奈川区西神奈川1-7-8 ことぶきビル5F,1966,,17,1000万円,56.0,http://www.y-eng.co.jp,代表取締役社長 多賀 正和
2024-07-01,東化研株式会社,その他,1,■事業内容：有害生物防除、教育、鑑定調査など,神奈川県横浜市都筑区折本町444,1980,,11,,,http://www.uhp.co.jp/,
2024-06-01,株式会社サーティファイ,その他,1,■事業内容：ビジネス能力、技能に関する認定試験の開発・主催実施主催試験に対応した対策問題集の開発・販売,東京都中央区日本橋茅場町2-11-8茅場町駅前ビル,2001,,52,100百万円,,https://www.sikaku.gr.jp/,
2024-07-01,社会福祉法人ハマノ愛生会,特殊法人・財団法人・その他団体・連合会,5,昭和27年に、「家族を失い困っているお年寄りのために何とかお役に立ちたい」、という創始者の素朴な願いにより、養護老人ホームとしてスタートした当法人は、数多くの方々のご利用をいただき、ケアプラザ、特別養護老人ホームへも事業拡大し、現在は神奈川県横浜市にて5つの施設を運営しています。,神奈川県横浜市 西区浅間台6,1952,,220,,,https://www.hamano.or.jp/company,
2024-08-01,有限会社マルニ商店,その他,1,ガラスびん等の資源リサイクル事業清涼飲料水販売事業,神奈川県横浜市西区浅間町3-174-1,1970,,19,300万円,,https://www.marunishoten.co.jp/,代表取締役 栗原 清剛
