更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,上場市場名
2024-07-01,マックスエンジニアリング株式会社,建設コンサルタント,8,■事業内容： ・土壌（地下水）調査、コンサルティング・土壌（地下水）対策工事（建物解体工事含む）・宅地建物取引業 他,東京都港区虎ノ門5-3-2,2003,20百万円,,20,http://www.max-en.com/,,
2024-07-01,株式会社フロネシス,建設コンサルタント,4,■事業内容：・不動産コンサルティング・不動産鑑定／調査・不動産売買／仲介・不動産クラウドソーシング,東京都港区西新橋1-14-9西新橋ビル4F,2015,40百万円,,19,https://phronesis.link/,,
2024-08-01,株式会社宮崎オノデン,設備管理・メンテナンス,1,■事業内容： 住宅、ビル、マンション、工場、病院等の屋内電気工事が主で、太陽光のパネル設置、電気工事も有ります。ビル、工場等の高圧電気設備の保守点検管理も行っております。・自家用電気工作物保安管理・電気設備各種測定試験・消防施設工事業・コージェネレーション・システム、太陽光発電など新エネルギーに関する事業,宮崎県宮崎市大字島之内6208-2,2015,1百万円,,3,http://www.miyazakionoden.co.jp/,,
2024-08-01,株式会社ＴＳＯＮ,不動産仲介,8,■事業内容： 不動産AIを活用した不動産ファンドの企画、組成、運用事業不動産AIを活用した分譲戸建住宅の企画、販売事業不動産ビッグデータや不動産AIを中心とした不動産マーケティングシステムの開発、運用主な事業は「不動産投資事業」「住宅事業」「コンサルティング事業」の３つです。時代の変化に挑戦しマーケティング調査に基づいたターゲット層の絞り込みや新商品の開発を実施しながら事業展開しております。さらに市場の動向に基づいた不動産投資商品をご提案し、変化に対応した不動産・金融ビジネスを展開しています,愛知県名古屋市中村区名駅3-22-8,2008,100百万円,,36,https://www.tson.co.jp/,,
2024-06-01,MUマテックス株式会社,住宅設備・建材,11,■事業内容： 内装材・外装材・防水材・床下地材・左官材・構造部材・土木資材その他建設資材の製造・加工・売買・施工及び輸出入建築物の耐震設計及びコンサルティング業務日用品雑貨の企画・製造・加工・売買及び輸出入,東京都港区芝浦1-2-3,2015,300百万円,47.0,195,https://www2.mu-cc.com/ubekenzai/,,
2024-06-01,株式会社タマダホールディングスグループ,プラントメーカー・プラントエンジニアリング,4,■事業内容サービスステーション（給油所）の設計・施工 ／ 貯油タンク設計・製造 ／ 各種プラント工事の設計・施工計量機・洗車機等の販売及びメンテナンス ／ 防火水槽の製造及び販売 他,石川県金沢市無量寺町ハ61-1,,,,300,なし,,
2024-08-01,株式会社フューチャーアットマークテクノ,建築設計事務所,6,■事業内容：建設電気設備設計■同社の特徴：建築電気設備設計に特化した設計事務所として事業を開始し、会社設立からまだ10年とこの業界の中では新参者ではありますが、現在はきんでんや清水建設など大手上場企業の設計1次協力会社として営業を行っています。,大阪府大阪市北区神山町1-5扇町公園ビル4F,2012,1百万円,,26,なし,,
2024-07-01,株式会社ワカナ開発,サブコン,1,■事業内容： ・土木一式工事・土木工事・推進工事住宅を建てるうえで基礎となる「宅地造成工事」。地震をはじめとした災害が多く発生するこの国で、生活の安心を確保するためには、土地そのものの問題を改善し、安全性を高めることがとても大切です。当社は、物件調査から各種申請、その後の工事監理まで、宅地造成工事に関わる各種工程をワンストップで担っています。,埼玉県鶴ヶ島市柳戸町3-18,2010,5百万円,38.0,6,https://www.wakana-kaihatsu.jp/,,
2024-07-01,アイアール株式会社,サブコン,1,●総合建設工事事業（土木工事業・建築工事業・測量に関する業務）●設計・施工管理におけるアウトソーシング事業●人材育成・研修事業●有料職業紹介事業・人材派遣事業≪主要取引先≫・清水建設株式会社・株式会社大林組・鹿島建設株式会社・大成建設株式会社・株式会社竹中工務店★東証プライム／スタンダード上場建設会社200社★全国優良建設会社300社※敬称省略。順不同。,本社／愛知県名古屋市中村区名駅2-45-7 松岡ビルディング10F,2015,"2,000万円",28.0,1387,https://www.ir-inc.net/,代表取締役 大山 竜吾（社長TikTokアカウント @oyamashacho_ir）,
2024-08-01,株式会社Ｔ・Ａ・Ｇ　ＣＯＲＰＯＲＡＴＩＯＮ,不動産仲介,2,■会社概要不動産業の中でも、売買、開発事業に力を入れています。少数精鋭で行っており、自由な雰囲気の会社です。■事業内容愛知県中心に全国の不動産売買・仲介・開発をしております,愛知県名古屋市東区芳野3-2-29,2015,40百万円,,5,なし,,
2024-08-01,株式会社ライズ,ゼネコン,7,■事業内容： 建築・土木・設備工事総合請負■ビジョン： 当社では建築・土木・設備工事総合請負として、公共工事・分譲集合住宅修繕など幅広い施工を手掛けています。特に公共工事で得た信頼と実績を武器に各企業様に信用をいただき常に向上できるよう努めています。近畿地域はもちろんのこと、令和4年には福岡店から九州地域への対応も拡大しています。,大阪府守口市藤田町1-50-1,2013,20百万円,,14,http://www.rise-corpolation.com/,,
2024-06-01,株式会社ライフエンジニアリング,サブコン,2,【企業概要】1、当社は電気設備や消防設備などの工事を手掛けており、計画～設計～施工管理～施工まで全ての工程を担っております。川上工程から一貫して担うことで、発注元からは当社に依頼すれば全て解決するという点で絶大な信頼を得ています。2、代表者は株式会社きんでんの新居浜営業所長を務めた経験から、豊富な人脈と信頼を得ており、主要取引先は愛媛小林製薬株式会社や住友重機械イオンテクノロジー株式会社など当地を代表する企業ばかりであり、安定した営業基盤の確立に繋がっています。また、全工程を一貫して担えることから、工事は基本的に元請で受注している点も特徴です。,愛媛県新居浜市宮西町3-2,2015,5百万円,,7,なし,,
2024-08-01,株式会社ガーデンプラス,住宅設備・建材,4,■事業内容：外構工事・外壁工事・その他住環境にかかわるデザイン、施工管理、メンテナンス／庭に関する商品の企画・立案・販売／プラントプランプロジェクトの企画・実行,兵庫県神戸市東灘区向洋町中6-9,2000,30百万円,32.0,64,https://www.garden.ne.jp/,,
2024-06-01,株式会社クローバー,住宅（ハウスメーカー）,2,■事業内容全国FC展開をしている、クレバリーホームなどの注文住宅の企画・設計、施工、販売。,兵庫県洲本市宇山1-1-27,2015,10百万円,,9,https://clover-awaji.co.jp/,,
2024-05-01,株式会社千藤建築設計事務所,建築設計事務所,2,■企業概要：当社は医療機関、福祉施設、保育園等の施設を専門的に取り扱っている設計事務所です。■事業内容： ・医療施設の設計・福祉施設の設計・その他事業所、マンション、倉庫などの設計■特徴（TOPICS）・ビジョン：「医療施設、副施設を中心に、お客様のために、使いやすい建物を。」建築における3つの重要な要素「デザイン」「コスト」「性能」を明確にお客様とイメージ共有し設計します。私たちは最先端の建築技術やデザインの知識をもとにお客様の建築にとって最適な提案をする自信があります。,千葉県八千代市勝田832-5,2015,1百万円,,7,https://sendo-archi.com/,,
