更新日,名称,業界(小分類),求人有無,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,事業内容
2024-08-01,株式会社Ｅ・Ｃ,人材派遣,求人なし,東京都荒川区東日暮里6-15-1第一志目ビル 3Ｆ,2015,28 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 成瀬 暁太郎,
2024-08-01,株式会社バークレープロフェッショナルズ,研修サービス,求人なし,東京都千代田区九段北4-2-11第2星光ビル 7Ｆ,2015,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 萩原 披祐,
2024-08-01,株式会社ホットスタッフ名古屋西,人材派遣,無,愛知県名古屋市中川区高畑2-152,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田上 彰,人材ビジネス業派遣認可番号：（派）23-301519有料認可番号：23-ユ-301361 2023年11月doda掲載求人より引用
2024-08-01,株式会社フルタイムシステム八戸,コールセンター,無,青森県八戸市大字十三日町1,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 原 幸一郎,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 コールセンター事業 2023年2月doda掲載求人より引用
2024-08-01,ストーンビートセキュリティ株式会社,研修サービス,求人なし,東京都千代田区内幸町2-1-6日比谷パークフロント19Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐々木 伸彦,
2024-08-01,株式会社ＲＮ,人材派遣,求人なし,愛知県岡崎市福岡町字永池26-1,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 伸明,
2024-08-01,株式会社ＳＧＣ,人材派遣,求人なし,愛知県小牧市大字横内11-1ＴｅａＨｏｕｓｅ Ｓｉｍａ 2Ｆ,2015,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小山田 晃,
2024-08-01,アールアドバンス株式会社,人材紹介・職業紹介,求人なし,福岡県福岡市中央区天神3-10-20ＫＧ天神ビル東 3Ｆ,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 綾戸 高志,
2024-08-01,株式会社フロンティア,人材派遣,無,大阪府大阪市西区新町1-5-7四ツ橋ビルディング 4Ｆ,2010,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙野 雅弘,
2024-08-01,株式会社グローバルダイナミクス,研修サービス,求人なし,兵庫県神戸市中央区伊藤町110-2伊藤町ＹＡＮＡＧＩＤＡビル 7Ｆ,2010,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山中 香織,
2024-08-01,株式会社Ｈｕｍａｎｅｒｇｙ,研修サービス,求人なし,東京都豊島区池袋3-34-7,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福富 信也,
2024-08-01,株式会社関西理美容師紹介所,人材紹介・職業紹介,求人なし,大阪府大阪市北区中崎西2-2-1東梅田八千代ビル,2015,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 神田 竜也,
2024-08-01,株式会社キャリアタイム,人材紹介・職業紹介,求人なし,京都府京都市下京区西洞院通四条下る妙伝寺町720-4Ｆ,2015,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺下朝彩香,
2024-08-01,株式会社シードエージェンシー,人材派遣,求人なし,大阪府大阪市中央区南本町2-4-6インターワンプレイス本町 8Ｆ,2015,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寒川 扇栄,
2024-08-01,日本テクトホールディングス株式会社,アウトソーシング,求人なし,神奈川県横浜市神奈川区大野町1-25,2015,99 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 増岡 厳,
2024-08-01,株式会社スマートワークス,研修サービス,求人なし,東京都千代田区神田神保町1-7-10ベルグランツ 4Ｆ,2001,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 千田 彰,
2024-08-01,株式会社Ｐｅｒｓｏｎａｌ,人材紹介・職業紹介,求人なし,東京都豊島区東池袋1-18-1,2015,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荻久保 健一,
2024-08-01,ジェイピーエッジ株式会社,人材紹介・職業紹介,求人なし,東京都杉並区西荻北2-30-16,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 端 智男,
2024-08-01,三菱ＵＦＪビジネスパートナー株式会社,アウトソーシング,求人なし,神奈川県相模原市中央区相模原3-2-1,1996,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 純,
2024-08-01,株式会社ファインスタッフ,人材派遣,求人なし,福岡県糟屋郡新宮町大字立花口2308-2,2010,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松永 康隆,
2024-08-01,株式会社インターナショナルサービスクリエーター,人材紹介・職業紹介,求人なし,石川県金沢市北安江3-15-24ステラ駅西 103,2013,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 出島 孝信,
2024-08-01,株式会社エフネクスト,人材派遣,求人なし,東京都港区六本木2-2-6福吉町ビル 301,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西山 千尋,
2024-08-01,株式会社サンテクア,人材紹介・職業紹介,求人なし,岐阜県各務原市鵜沼東町6-153,2005,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 忠,
2024-08-01,株式会社ブレイス,人材派遣,求人なし,東京都台東区東上野3-10-10ＴＥＣ．ＢＬＤ．,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上杉 一彰,
2024-08-01,株式会社ラックワーク,人材派遣,求人なし,大阪府茨木市清水1-29-20,2003,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 須山 オズワルド,
2024-08-01,株式会社ブレイクスルー,アウトソーシング,無,愛知県名古屋市中区大須1-22-26名古屋スカイビル 8Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 賢次,
2024-08-01,株式会社アクセス,人材派遣,求人なし,香川県高松市伏石町2125-11,1996,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩本 達也,
2024-08-01,ＴＥＡＭ株式会社,人材紹介・職業紹介,求人なし,愛知県名古屋市名東区名東本町83,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青山 慎太郎,
2024-08-01,ｃａｒｅｅｒｗｏｒｑ株式会社,人材派遣,無,大阪府大阪市中央区本町4-2-12東芝大阪ビル 5Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 赤松 文則,
2024-08-01,オウエン株式会社,人材派遣,求人なし,京都府京都市中京区夷川通油小路西入西夷川町563夷川ビル 303,2015,95 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 麻矢（樫木麻矢）,
2024-08-01,株式会社ア・ミューズ,研修サービス,求人なし,新潟県新潟市中央区万代4-2-6,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 五十嵐 真理,
2024-08-01,株式会社ＮＥＵＧＡＴＥ,研修サービス,求人なし,東京都港区南青山1-15-27ＹＭビル1Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小宮山 陽大,
2024-08-01,株式会社ミツカリ,人材紹介・職業紹介,求人なし,東京都渋谷区恵比寿2-28-7,2015,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 表 孝憲,
2024-08-01,地球人．ｊｐ株式会社,人材派遣,無,福岡県福岡市博多区博多駅東1-9-11大成博多駅東ビル 6Ｆ,2015,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 真吾,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 総合人材サービス■一般労働者派遣業（派40-300802）■有料職業紹介業（40-ユ-300735）■登録支援機関（19登003040） 2022年3月doda掲載求人より引用
2024-08-01,株式会社ＡＲＶＡＳ,人材派遣,求人なし,兵庫県神戸市長田区六番町1-4-1アロバスビル 3Ｆ,2015,65 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿拉騰布赫,
2024-08-01,汐留エージェント株式会社,人材派遣,求人なし,東京都港区東新橋1-1-21今朝ビル5Ｆ,2015,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 今井 慎,
2024-08-01,株式会社ホットスタッフ大垣,人材派遣,無,岐阜県大垣市島里1-33-5,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水田 武志,人材派遣、職業紹介サービス【株式会社ホットスタッフ大垣】派遣認可番号 ：21-300262有料職業紹介事業：21-ﾕ-300209 2023年12月doda掲載求人より引用
2024-08-01,株式会社Ｌｕｕ－Ｖｉｃ,アウトソーシング,求人なし,東京都中央区東日本橋3-6-6パークビル6Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙木 啓吾,
2024-08-01,五大エージェンシー株式会社,人材派遣,無,愛知県名古屋市緑区鳴海町字上ノ山18-5,2015,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 原 口陽子（現王園陽子,
2024-08-01,株式会社ＩＧＮＩＳ,人材派遣,求人なし,東京都千代田区内神田2-6-11,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中山 博,
2024-08-01,株式会社ＣＦＰ,人材紹介・職業紹介,求人なし,神奈川県相模原市緑区橋本6-27-4福田屋商事ビル 1Ｆ,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山口 秀雄,
2024-08-01,株式会社エイコースタッフ,人材紹介・職業紹介,求人なし,埼玉県川越市脇田本町10-10ＫＪ1ビル2Ｆ,2015,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 丁 永幸,
2024-08-01,株式会社ホットスタッフ袋井,人材派遣,求人なし,静岡県袋井市愛野南2-3-1,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中根 寿貴,
2024-08-01,株式会社ＲＭ,人材派遣,求人なし,神奈川県横浜市磯子区丸山1-31-7ユナイト蒔田ジェリー・アリソン 1Ｆ 105,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松原 良,
2024-08-01,株式会社ＧＬＯＲＹ,アウトソーシング,無,大阪府大阪市北区天満1-16-7ビルキューブ 303,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三浦 雅希,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■営業コンサルティング■アウトソーシング■建築営繕・リフォーム・解体工事の請負施工及び仲介 2023年7月doda掲載求人より引用
2024-08-01,株式会社アンドビー,研修サービス,求人なし,大阪府八尾市桜ヶ丘2-76井上第一ビル1Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 糸洲 俊彦,
2024-08-01,株式会社喜和スタッフ,人材派遣,求人なし,埼玉県川越市脇田新町12-17喜和ビル,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 王 家慶,
2024-08-01,株式会社喜和ＥＳＳ,人材派遣,求人なし,埼玉県川越市脇田本町15-22ニューパレスビル 3Ｆ,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,株式会社アポローン,人材派遣,無,東京都千代田区岩本町2-15-10ニュー山本ビル 2Ｆ,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 林 賢太郎,
2024-08-01,株式会社ＰＲＣ,求人サイト・求人メディア,求人なし,埼玉県飯能市大字双柳461-1,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 間柴 冨士江,
2024-08-01,株式会社クルー,アウトソーシング,求人なし,愛知県名古屋市中区丸の内2-19-25ＭＳ桜通 8Ｆ,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 野田 拓史,
2024-08-01,シビルサポート株式会社,人材派遣,求人なし,愛知県春日井市東野町3-22-9,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山瀬 智子,
2024-08-01,株式会社ＬｉｆｅＳｔｙｌｅｓ,人材派遣,求人なし,大阪府東大阪市高井田元町2-4-5412,2015,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 池本 佳織,
2024-08-01,株式会社ＭＳＣ　ＮＥＸＵＳ,人材派遣,無,福岡県筑紫野市大字上古賀2-1,2014,39 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 寺﨑 秀嗣,■貨物利用運送・物流コンサルティング事業■労働者派遣事業（派40-300768）■有料職業紹介事業（40-ユ-300691）■アウトソーシング事業 2023年11月doda掲載求人より引用
2024-08-01,株式会社アシストアイ,人材派遣,求人なし,岐阜県各務原市那加日新町6-3オフィス21－1Ａ,2010,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松原 哲平,
2024-08-01,株式会社ホットスタッフ碧南,人材派遣,無,愛知県碧南市中後町1-28,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西山 崇,■労働者派遣事業（派23-301453）■有料職業紹介事業（23-ﾕ-301290） 2024年3月doda掲載求人より引用
2024-08-01,株式会社Ｇｅｎｅｒｏｕｓ,人材派遣,求人なし,愛知県名古屋市中区丸の内2-16-22丸の内エイチエフビル 3Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大橋 仁,
2024-08-01,アイキャリア株式会社,研修サービス,求人なし,東京都千代田区二番町9-3ＴＨＥＢＡＳＥ麹町,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 太田 章代,
2024-08-01,株式会社カリーグズ,人材紹介・職業紹介,求人なし,東京都世田谷区三軒茶屋1-37-8ワコーレ三軒茶屋64ビル3Ｆ3Ａ2,2015,27 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 福田 航太,
2024-08-01,となりの株式会社,人材紹介・職業紹介,求人なし,東京都江東区有明1-4-111533,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 晃義,
2024-08-01,株式会社ワントゥワンスポット,人材派遣,求人なし,大阪府大阪市西区新町1-5-7,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 勢川 泰生,
2024-08-01,株式会社プロストリンク,人材派遣,求人なし,愛知県岡崎市鴨田町字向山82アーバン鴨田 702,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 崎下 裕司,
2024-08-01,株式会社ｅｘｆｌｏｒａ,求人サイト・求人メディア,求人なし,東京都港区南青山6-7-5408,2015,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山村 祐介,
2024-08-01,株式会社アイスタイルキャリア,求人サイト・求人メディア,求人なし,東京都港区赤坂1-12-32アーク森ビル 34Ｆ,2015,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 遠藤 宗,
2024-08-01,有限会社山手工業所,人材派遣,求人なし,神奈川県横浜市鶴見区獅子ケ谷1-46-12,1986,21 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 青柳 理惠子,
2024-08-01,株式会社コンプリートレスポンス,人材紹介・職業紹介,求人なし,東京都中野区大和町2-26-6,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 竹井 政道,
2024-08-01,Ｐｅａｃｈ株式会社,人材紹介・職業紹介,求人なし,東京都千代田区丸の内1-8-3丸の内トラストタワー本館 20Ｆ,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 尾﨑 隼一郎,
2024-08-01,ＲＩＺＡＰビジネスイノベーション株式会社,研修サービス,求人なし,東京都新宿区西新宿8-17-1住友不動産新宿グランドタワー36Ｆ,2015,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塩田 徹,
2024-08-01,株式会社Ｎｅｘ－Ｅ,コールセンター,求人なし,島根県鹿足郡津和野町池村1997-12,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小林 達司,
2024-08-01,株式会社シーケル,人材派遣,求人なし,千葉県千葉市中央区新田町12-1トーシン千葉ビル 5Ｆ,1998,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松永 貴治,
2024-08-01,ＣＯＣＯＡＳ株式会社,人材派遣,求人なし,愛知県名古屋市北区平安2-10-19,2015,61 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 下和田 静香,
2024-08-01,株式会社オリガミ・キャリアデザイン,人材紹介・職業紹介,求人なし,徳島県徳島市吉野本町1-18,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大川 亮平,
2024-08-01,ＰＥＲＳＯＮＡＬ　ＡＧＥＮＴ株式会社,人材派遣,求人なし,東京都台東区東上野4-6-5甲祐ビル 2Ｆ,2015,29 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 披村 淳一,
2024-08-01,株式会社中央アソシエイツ,アウトソーシング,無,東京都港区赤坂2-8-11第11赤坂葵ビル 301,2015,18 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 茂美,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■経理、人事、総務などの管理業務の受託 業務コンサルタント■メディア業界への人材派遣 2022年3月doda掲載求人より引用
2024-08-01,株式会社エージェーシー,人材派遣,求人なし,福島県郡山市駅前1-9-15オフィス古泉ビル3Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 樽川 元,
2024-08-01,株式会社ＴＲＩＧＧＥＲ　ＦＯＲＣＥ,コールセンター,求人なし,東京都江戸川区清新町1-4-4,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,
2024-08-01,秀真産業協同組合,人材紹介・職業紹介,求人なし,東京都中央区築地4-3-12秀和第二築地レジデンス1008号,2014,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表理事 水谷 友泰,
2024-08-01,株式会社シオンステージ,人材派遣,求人なし,東京都千代田区有楽町2-10-1東京交通会館 10Ｆ,2015,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山口 裕之,
2024-08-01,株式会社シェイクハンズ,人材派遣,求人なし,石川県野々市市御経塚1-526清泉ＳＩＤＥ－Ｅ,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中岩 健一,
2024-08-01,株式会社Ｔ’ｓ　ａｇｅｎｃｙ,アウトソーシング,無,東京都新宿区西新宿7-4-4武蔵ビル2Ｆ－Ｂ号室,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鎌田 達己,★7期連続成長中！■人材派遣事業■アウトソーシング事業■イベントディレクション事業■IT事業部■ウォーターサーバー販売事業 2023年11月doda掲載求人より引用
2024-08-01,株式会社ジケイビジネスサポート,アウトソーシング,求人なし,東京都江戸川区東葛西6-7-5滋慶ビル,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 高山 昌司,
2024-08-01,エコノハキャリア株式会社,人材派遣,求人なし,大阪府大阪市西区新町1-6-23四ツ橋大川ビル 702,2015,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 細川 悠太,
2024-08-01,アンデスサーチ株式会社,人材紹介・職業紹介,求人なし,大阪府大阪市淀川区西宮原1-8-33日宝新大阪第2ビル 604,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 溝添 健次,
2024-08-01,株式会社スマートプラン,アウトソーシング,求人なし,東京都品川区小山3-21-10,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小倉 慎司,
2024-08-01,株式会社ＡＹＳ九州,アウトソーシング,求人なし,福岡県福岡市城南区七隈7-28-20,2014,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上野 佳寿恵,
2024-08-01,株式会社リンクイーアス,人材紹介・職業紹介,求人なし,愛知県名古屋市東区東桜1-9-29オアシス栄ビル 5Ｆ,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 貴之,
2024-08-01,株式会社Ｕｎｉｃｕｓ,人材派遣,求人なし,愛知県名古屋市中区丸の内2-17-13,2015,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清家 安哉都,
2024-08-01,株式会社ホットスタッフ瀬戸,人材派遣,無,愛知県瀬戸市西本地町2-110,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中根 寿貴,■労働者派遣事業・派遣認可番号23-301545・有料認可番号23-ﾕ-301387 2024年4月doda掲載求人より引用
2024-08-01,岡谷ビジネスサポート株式会社,アウトソーシング,求人なし,愛知県名古屋市中区錦1-16-20グリーンビル 7Ｆ,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水津 一誉,
2024-08-01,株式会社ＤＥＬＴＡ関西,人材派遣,求人なし,東京都新宿区新宿2-5-10,2015,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 横堀 秀和,
2024-08-01,株式会社楓企画,アウトソーシング,求人なし,埼玉県所沢市大字山口33-1グランディール 401,2015,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 林 春美,
2024-08-01,株式会社インタラック関東南,研修サービス,求人なし,神奈川県横浜市中区長者町5-85三共横浜ビル 14Ｆ,2015,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 和希,
2024-08-01,株式会社アクトライズ,コールセンター,無,福岡県福岡市早良区野芥4-45-56野芥Ｔビル 3Ｆ,2015,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北﨑 数也,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■求人メディア事業■電気通信工事業■コールセンター事業■セールスプロモーション事業 2021年9月doda掲載求人より引用
2024-08-01,株式会社メディカルパートナー京都,人材派遣,無,京都府京都市西京区川島有栖川町7-1サムソンビル 3Ｆ,2011,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木部 学,■医療機関・介護施設向けの医療事務職員および介護職員人材派遣サービス業 2023年12月doda掲載求人より引用
2024-08-01,株式会社メディカルケアワークス,人材派遣,求人なし,東京都大田区大森北1-17-13ＡＣＮ大森駅前ビル10Ｆ,2015,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 栁谷悟郎,
2024-08-01,ネクストビーイング株式会社,アウトソーシング,求人なし,愛知県春日井市篠木町3-1282-21,2015,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木村 元昭,
2024-08-01,株式会社サイサンマーケティング,コールセンター,求人なし,埼玉県さいたま市大宮区桜木町1-11-5,2015,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 関根 圭介,
2024-08-01,株式会社トレスライン,コールセンター,求人なし,神奈川県横浜市中区海岸通4-23マリンビル 806,2015,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長島 孝明,
2024-08-01,株式会社オーガスタ,アウトソーシング,求人なし,東京都渋谷区渋谷3-8-12渋谷第一生命ビルディング 3Ｆ,2015,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 梶間 大輔,
2024-08-01,株式会社慧明,人材派遣,求人なし,愛知県名古屋市港区七反野2-2001,2015,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長柄 正樹,
2024-08-01,株式会社アイ・オーダー,アウトソーシング,求人なし,神奈川県横浜市中区山下町193-1昭和シェル山下町ビル 7Ｆ,2002,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉川 誠,
