更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社いろは／ルシアクリニック,理容・美容・エステ,1,◆美容皮膚科・美容外科クリニックの運営サポート,大阪府大阪市北区曾根崎2-12-4 コフレ梅田7F,2018,,33.1,27,,https://iroha-c.jp/,代表取締役 健代 元康
2024-06-01,株式会社ＧＢＨ,理容・美容・エステ,1,■事業内容：美容室・サロンの運営を行う株式会社Ｄｃｒｅｗｓの管理部門を担っています。■株式会社Ｄｃｒｅｗｓ：美容室、ネイルサロン等の経営…・La fith hair group（美容室 ）・LaSHE's（アイラッシュ専門店）・DailyCollar（カラー専門店）,大阪府大阪市中央区心斎橋筋2-4-2グルカスシティビル4F,2018,,28.0,100,,https://lafith.com/,
2024-08-01,株式会社Ｙｕｍｉ　Ｃｏｒｅ　Ｂｏｄｙ,理容・美容・エステ,10,"■事業内容：・スタジオレッスン…スタジオを東京4店舗、大阪・名古屋・福岡に1店舗ずつ展開。複数数でレッスンを受けるグループレッスンと1対1でレッスンを受けるパーソナルレッスンを提供。・オンラインサービス…2020年4月より開始。インターネットを通じてレッスン動画（毎月4本）を配信するサービスを開始。月額10,000円のの放題のプランと、1本3,000円の単品販売を展開。・プロダクト…Yumi Core Bodyのレッスンに使用するHoggsyやHoggsyRollerをはじめ、Power Bandやchitsu oil等、現在6商品開発、販売。",東京都港区六本木4-12-8第6DMJビル7F,2018,,,17,5百万円,https://yumicorebody.com/,
2024-08-01,株式会社フシデン,理容・美容・エステ,1,ヘアサロン運営,大阪府大阪市城東区関目3丁目4-5第2奥野ビル1階,,,33.0,,,Error accessing https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3010024618/: 'NoneType' object has no attribute 'get',代表 節田 貴之
2024-07-01,株式会社ＬａｄｙＢｉｒｄ,理容・美容・エステ,2,経営者ローランドの「美容の力は人生を変える」というポリシーのもと、美容サロンの運営をはじめ、多くの人の綺麗を後押しする事業を展開しています。■男性専用美容脱毛サロン RBL(ROLAND Beauty Lounge)の運営■女性専門美容脱毛サロン Ladear(ラディア)の運営■エステティックサロンの経営指導■化粧品・健康食品・美容機器の製造販売及び輸入,東京都新宿区新宿3-4-8 京王フレンテ新宿3丁目 7階,2019,,29.0,209,"1,000,000円",https://roland-bl.jp/,代表取締役 大島 龍
2024-08-01,株式会社ＭＲコンサルティング,理容・美容・エステ,2,■事業内容： 「痛みを伴わない男性専用美容脱毛サロン」として2018年12月に誕生し現在は北海道～沖縄まで全国約30店舗を展開するBRL（ROLAND Beauty Lounge）や、10年以上にわたる脱毛機開発のノウハウをもとに「美」と「健康」をテーマとしたサービスを提供する脱毛サロンLACOCOを運営を行う株式会社RBJの親会社です。その他、 広告代理店業・人事コンサルタント・化粧品の販売等も行っています。,東京都新宿区新宿3-4-8京王フレンテ新宿三丁目8F,2019,,,,8百万円,なし,
2024-08-01,株式会社ＬＥＳＳ　ＩＳ　ＭＯＲＥ,理容・美容・エステ,1,■事業内容： ・美容室2店舗の運営■美容院のコンセプト：・お客様一人ひとりを大切にするサロンです。,滋賀県米原市米原223-7,2020,,,8,1百万円,なし,
2024-08-01,株式会社フィットメディカル,理容・美容・エステ,16,■事業内容：美容医療クリニックのカウンセリング、マーケティング・採用代行（業務委託）,東京都千代田区内神田2-15-4司ビルディング5F,,,,,,なし,
2024-08-01,株式会社あい・グループ,理容・美容・エステ,2,■事業内容： 接骨院運営/鍼灸院運営高度管理医療機器等販売業・貸与業,大阪府大阪市天王寺区上汐3-2-17コモド上汐ビル702,2005,,,,70百万円,https://www.ai-medical.co.jp/philosophy/,
2024-08-01,株式会社ＣＡＮＮＯＡ,理容・美容・エステ,1,■事業内容： 美容室の運営,埼玉県草加市高砂2-11-20,2018,,,6,3百万円,https://cannoa.jp/,
2024-07-01,株式会社ｏｆａ．,理容・美容・エステ,1,■事業内容： 〇美容室でのサロンワーク：ヘアサロン「VIVA LA HAIR（ヴィバラヘアー）」（県内4店舗運営）※美容室URLはこちら→https://viva-la-hair.com/〇フランチャイズチェーンシステムによる経営および経営指導〇飲食店経営：「油そば専門店 大分本店 自来也」（2023年7月オープン）,大分県大分市新町7-23505,2020,,,18,3百万円,https://jiraiya-oita.studio.site/,
2024-07-01,ＭＴ６合同会社,理容・美容・エステ,1,■事業内容：美容サロン「AtomZ」「BLOW-UP」の運営■当社の特徴：目指すのは「髪・頭皮の病院」。お客様一人ひとりの髪にしっかりと向き合い、悩みに合わせた薬剤を処方しております。「Oggi otto」のオーダーメイドトリートメントや世界初ICEA認証取得ヘアカラーの「Villa Lodola」を使用することで、お客様の髪を優しく労わります。また、当社の強みでもあるのヘッドスパで、お客様の頭皮環境を正常に整えるだけでなく、心身ともに心地の良い美容時間を演出すると共に、今後はメンズ特化のサロンにも力を入れていく予定です。,岐阜県岐阜市茜部菱野1-67-3ファイン河八1-B,2022,,35.0,2,1百万円,https://www.blow-up-hair.com/,
2024-08-01,わがんせ合同会社,理容・美容・エステ,2,■事業内容： 「Amor アモール」というサロンの運営。地域に愛されるビューティーサロンとしてヘアデザイン、アイデザインのご提案を通して関わる方の笑顔と幸せに貢献します。,愛知県名古屋市名東区猪子石原2-1201,,,,12,5百万円,https://hairamor.com/,
2024-08-01,タカラベルモント株式会社,理容・美容・エステ,無,,大阪府大阪市中央区東心斎橋2-1-1,1951,,,1604,300 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉川 秀隆
2024-08-01,株式会社コンヴァノ,理容・美容・エステ,無,・ネイルサービスチェーンの経営・フランチャイズ管理事業・各種商品企画開発および販売・新規ビジネスシステムの開発【ブランド】FAST NAIL：高品質ジェルネイルをリーズナブルに提供Legaly：香りにこだわったオリジナルネイル＆ハンドケア商品 2023年12月doda掲載求人より引用,東京都渋谷区桜丘町22-14Ｎ．Ｅ．Ｓ．ビルＳ棟 Ｂ3Ｆ,2013,グロース,27.3,424,51 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 上四元 絢
2024-08-01,株式会社ニューアート・ヘルス＆ビューティー,理容・美容・エステ,無,,東京都中央区銀座1-15-2銀座スイムビル 4Ｆ,2014,,,315,90 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 原 大輔
2024-08-01,株式会社ＲＡＪＡ,理容・美容・エステ,無,,東京都中央区銀座3-2-9ＲＡＪＡビル,1998,,,196,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 塚田 正之
2024-08-01,株式会社トゥエンティーフォーセブン,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■24/7 Workout：パーソナルトレーニング事業■24/7 Online Fitness：オンラインフィットネス事業■24/7 English：マンツーマン英会話事業■24/7 Dieter：ヘルスケア関連のWebサービスメディア■24/7 DELI&SWEETS：低糖質食品事業 2023年1月doda掲載求人より引用,東京都港区愛宕2-5-1愛宕グリーンヒルズＭＯＲＩタワー 36Ｆ,2007,グロース,31.7,174,931 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 小島 礼大
2024-08-01,株式会社オオクシ,理容・美容・エステ,求人なし,,千葉県千葉市稲毛区稲毛3-5-8,1982,,,162,40 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大串 哲史
2024-08-01,Ｂ‐ｆｉｒｓｔ株式会社,理容・美容・エステ,無,,東京都新宿区新宿2-16-6新宿イーストスクエアビル 6Ｆ,2011,,,49,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市瀬 一浩
